SIRET,company,star,avis,resultats
30269561400354,107,3.3,148.0,nan
33358346600052,279,3.2,260.0,"""
""date:"""": ""il y a 3 mois"", ""name"": ""Almin Nesimi"", ""
""avis:"""": ""Le gardien chauve très désagréable, il te regarde même pas quand il te parle , parle aux FaceTime avec sa famille en même temps , par contre la fille à l’accueil très sympa"", ""
""évaluation:"""": 3
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Almin Nesimi"", ""
""avis:"""": ""Le gardien chauve très désagréable, il te regarde même pas quand il te parle , parle aux FaceTime avec sa famille en même temps , par contre la fille à l’accueil très sympa"", ""
""évaluation:"""": 3
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""Nil"", ""
""avis:"""": ""Gardien avec le crâne rasé de la porte d’entrée : hyper désagréable. Le Monsieur n’a pas envie d’être dérangé, mais dans ces cas là, il faut changer de métier."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""Nil"", ""
""avis:"""": ""Gardien avec le crâne rasé de la porte d’entrée : hyper désagréable. Le Monsieur n’a pas envie d’être dérangé, mais dans ces cas là, il faut changer de métier."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Y M"", ""
""avis:"""": ""Personnelle sympa
Mais pour le chargement et la livraison jamais rapide ;) tout passe decment il y a trop d'attente …"", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Y M"", ""
""avis:"""": ""Personnelle sympa
Mais pour le chargement et la livraison jamais rapide ;) tout passe decment il y a trop d'attente …"", ""
""évaluation:"""": 2"
84266569700012,159,5.0,6.0,"""
""date:"""": ""il y a 4 mois"", ""name"": ""Kameliya Nikolova"", ""
""avis:"""": ""Très belles vêtements de super qualité avec des prix raisonnables , des nouveautés régulièrement .
L’accueil de la gérante est plus que parfaite chaque fois , je suis toujours …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""Kameliya Nikolova"", ""
""avis:"""": ""Très belles vêtements de super qualité avec des prix raisonnables , des nouveautés régulièrement .
L’accueil de la gérante est plus que parfaite chaque fois , je suis toujours …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Julien MAUREL"", ""
""avis:"""": ""Accueil chaleureux pour un choix de qualité à la fois moderne et classique.
Je recommande vivement !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Julien MAUREL"", ""
""avis:"""": ""Accueil chaleureux pour un choix de qualité à la fois moderne et classique.
Je recommande vivement !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""sonia Abdelli"", ""
""avis:"""": ""excellente boutique avec un large choix de vêtements très stylés. la gérante est de très bon conseils. je recommande vivement."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""sonia Abdelli"", ""
""avis:"""": ""excellente boutique avec un large choix de vêtements très stylés. la gérante est de très bon conseils. je recommande vivement."", ""
""évaluation:"""": 5"
33901245200084,292,4.1,148.0,"""
""date:"""": ""il y a 4 mois"", ""name"": ""Gilles Wattellier"", ""
""avis:"""": ""Fabuleuse émission  , ""La Meilleure Boulangerie"" !
Depuis la finale 2023 , et la victoire du boulanger de Pau , quel régal tout au long de la saison ! …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""Gilles Wattellier"", ""
""avis:"""": ""Fabuleuse émission  , ""La Meilleure Boulangerie"" !
Depuis la finale 2023 , et la victoire du boulanger de Pau , quel régal tout au long de la saison ! …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 semaines"", ""name"": ""Lotusbleu"", ""
""avis:"""": ""Bravo  à  Giovani et Adrien pour leurs excellentes  performances et  surtout  leurs  gentillesses  pendant la  durée de  ce jeu  qui  leur a permis d'être  les  grands  finalistes de  cette émission  que nous avons  regardé  avec attention. …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 semaines"", ""name"": ""Lotusbleu"", ""
""avis:"""": ""Bravo  à  Giovani et Adrien pour leurs excellentes  performances et  surtout  leurs  gentillesses  pendant la  durée de  ce jeu  qui  leur a permis d'être  les  grands  finalistes de  cette émission  que nous avons  regardé  avec attention. …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""Pascal Budor"", ""
""avis:"""": ""Un énorme merci à Fun Radio pour cette soirée magique !!! #FunRadio #pascalbudor #paris #academiedeversailles #enseignement …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""Pascal Budor"", ""
""avis:"""": ""Un énorme merci à Fun Radio pour cette soirée magique !!! #FunRadio #pascalbudor #paris #academiedeversailles #enseignement …"", ""
""évaluation:"""": 5"
97180186500033,178,4.0,13.0,nan
33530956300096,280,3.3,86.0,"""
""date:"""": ""il y a 4 mois"", ""name"": ""Doroszko Jowita"", ""
""avis:"""": ""Je travaille pour cette agence en Cdi depuis quelques années. Avec une coupure pour une longue formation fongecif puis pour le développement de mon activité. C est une agence à taille humaine, à l'écoute, et souple au niveau des différentes …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""Doroszko Jowita"", ""
""avis:"""": ""Je travaille pour cette agence en Cdi depuis quelques années. Avec une coupure pour une longue formation fongecif puis pour le développement de mon activité. C est une agence à taille humaine, à l'écoute, et souple au niveau des différentes …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""Aisha Guetta"", ""
""avis:"""": ""Marianne international a été un véritable tremplin dans ma vie professionnelle. Employée Marianne en accueil en entreprise pendant près de 5ans ils ont su répondre à mes demandes en s'adaptant à mes besoins. Tout cela grâce à une équipe à …"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""Aisha Guetta"", ""
""avis:"""": ""Marianne international a été un véritable tremplin dans ma vie professionnelle. Employée Marianne en accueil en entreprise pendant près de 5ans ils ont su répondre à mes demandes en s'adaptant à mes besoins. Tout cela grâce à une équipe à …"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""Awa Ba"", ""
""avis:"""": ""Marianne pour moi a été une agence qui m’a propulsé dans le milieu professionnel grâce à son carnet d’adresse de renom. J’ai travaillé chez White&Case , un cabinet d’avocat de renom sur la Place Vendôme où j’ai pu acquérir beaucoup de …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""Awa Ba"", ""
""avis:"""": ""Marianne pour moi a été une agence qui m’a propulsé dans le milieu professionnel grâce à son carnet d’adresse de renom. J’ai travaillé chez White&Case , un cabinet d’avocat de renom sur la Place Vendôme où j’ai pu acquérir beaucoup de …"", ""
""évaluation:"""": 5"
80786887200019,152,5.0,2.0,"""
""date:"""": ""il y a un an"", ""name"": ""Yurii Dovhaniuk"", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Yurii Dovhaniuk"", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Adrian"", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Adrian"", ""
""avis:"""": null, ""
""évaluation:"""": 5"
35275120000606,317,1.0,2.0,"""
""date:"""": ""il y a 9 mois"", ""name"": ""Jean-luc Richter"", ""
""avis:"""": ""La pire entreprise de france 
Une étoile c'est trop pour eux. …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 9 mois"", ""name"": ""Jean-luc Richter"", ""
""avis:"""": ""La pire entreprise de france 
Une étoile c'est trop pour eux. …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""Xavier & Co"", ""
""avis:"""": null, ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""Xavier & Co"", ""
""avis:"""": null, ""
""évaluation:"""": 1"
41315730603183,347,,,nan
38151585700377,324,2.9,9.0,"""
""date:"""": ""il y a 4 mois"", ""name"": ""michel reynaud"", ""
""avis:"""": ""MONTRE DEPOSéE LE 3 janvier à la défense. plus aucune nouvelle malgré des dizaines d'appels"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""michel reynaud"", ""
""avis:"""": ""MONTRE DEPOSéE LE 3 janvier à la défense. plus aucune nouvelle malgré des dizaines d'appels"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""Patrick Marc"", ""
""avis:"""": ""Bonjour,
A l'heure où les petits commerces pleurent tous les jours sur les TV, que l'on fait des efforts pour payer plus cher mais pour être solidaire d'eux, cette …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""Patrick Marc"", ""
""avis:"""": ""Bonjour,
A l'heure où les petits commerces pleurent tous les jours sur les TV, que l'on fait des efforts pour payer plus cher mais pour être solidaire d'eux, cette …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 7 ans"", ""name"": ""Julie Rik"", ""
""avis:"""": ""Faut-il en venir à faire une publicité médiocre sur les réseaux sociaux pour que Mister Minit se bouge le cul et daigne enfin m'envoyer la facture de la serrure achetée il y a quelques semaines ? Après les ""Oui, oui, on vous l'envoie cette …"", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a 7 ans"", ""name"": ""Julie Rik"", ""
""avis:"""": ""Faut-il en venir à faire une publicité médiocre sur les réseaux sociaux pour que Mister Minit se bouge le cul et daigne enfin m'envoyer la facture de la serrure achetée il y a quelques semaines ? Après les ""Oui, oui, on vous l'envoie cette …"", ""
""évaluation:"""": 2"
30099068600572,104,3.9,10.0,"""
""date:"""": ""il y a une semaine"", ""name"": ""matthieu bouin"", ""
""avis:"""": ""bonjour,  j'ai vous ai  commandé un debimètre  hella sur amazon pour un citroen berlingo de 2012.probleme : voyant moteur allumé cause probleme debimètre .
votre debimetre doit avoir un défaut  d'apres mon garagiste. …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a une semaine"", ""name"": ""matthieu bouin"", ""
""avis:"""": ""bonjour,  j'ai vous ai  commandé un debimètre  hella sur amazon pour un citroen berlingo de 2012.probleme : voyant moteur allumé cause probleme debimètre .
votre debimetre doit avoir un défaut  d'apres mon garagiste. …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Julien"", ""
""avis:"""": ""Très bonne équipe au  chargement.
Super sympas .
A la prochaine les gars."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Julien"", ""
""avis:"""": ""Très bonne équipe au  chargement.
Super sympas .
A la prochaine les gars."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Gheorghe Circu"", ""
""avis:"""": ""Gentil, rapide et de la place pour manœuvrer"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Gheorghe Circu"", ""
""avis:"""": ""Gentil, rapide et de la place pour manœuvrer"", ""
""évaluation:"""": 5"
41257562300019,346,3.5,39.0,"""
""date:"""": ""il y a 6 mois"", ""name"": ""Xavier Simon"", ""
""avis:"""": ""2 mois que ce prestataire a pris les commandes de la restauration de notre entreprise : une catastrophe !
Incapables de gérer les stocks. Bon nombre de plats ne sont plus proposés dès 12 …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Xavier Simon"", ""
""avis:"""": ""2 mois que ce prestataire a pris les commandes de la restauration de notre entreprise : une catastrophe !
Incapables de gérer les stocks. Bon nombre de plats ne sont plus proposés dès 12 …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Yoan ficher"", ""
""avis:"""": ""Très peu de quantité  et de qualité pour un repas chère (6 euros adulte )"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Yoan ficher"", ""
""avis:"""": ""Très peu de quantité  et de qualité pour un repas chère (6 euros adulte )"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 3 semaines"", ""name"": ""Pascal SURREL"", ""
""avis:"""": ""Très bonne entreprise de restauration collective"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 semaines"", ""name"": ""Pascal SURREL"", ""
""avis:"""": ""Très bonne entreprise de restauration collective"", ""
""évaluation:"""": 5"
35144208206081,314,3.5,39.0,"""
""date:"""": ""il y a 6 mois"", ""name"": ""Xavier Simon"", ""
""avis:"""": ""2 mois que ce prestataire a pris les commandes de la restauration de notre entreprise : une catastrophe !
Incapables de gérer les stocks. Bon nombre de plats ne sont plus proposés dès 12 …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Xavier Simon"", ""
""avis:"""": ""2 mois que ce prestataire a pris les commandes de la restauration de notre entreprise : une catastrophe !
Incapables de gérer les stocks. Bon nombre de plats ne sont plus proposés dès 12 …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Yoan ficher"", ""
""avis:"""": ""Très peu de quantité  et de qualité pour un repas chère (6 euros adulte )"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Yoan ficher"", ""
""avis:"""": ""Très peu de quantité  et de qualité pour un repas chère (6 euros adulte )"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 3 semaines"", ""name"": ""Pascal SURREL"", ""
""avis:"""": ""Très bonne entreprise de restauration collective"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 semaines"", ""name"": ""Pascal SURREL"", ""
""avis:"""": ""Très bonne entreprise de restauration collective"", ""
""évaluation:"""": 5"
81181672700028,153,5.0,6.0,"""
""date:"""": ""il y a un an"", ""name"": ""Sev S"", ""
""avis:"""": ""Très professionnel, service impeccable, très prévenant et ponctuel...... Je le recommande en toute quiétude car on se sent très VIP avec lui."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Sev S"", ""
""avis:"""": ""Très professionnel, service impeccable, très prévenant et ponctuel...... Je le recommande en toute quiétude car on se sent très VIP avec lui."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""James Kebli"", ""
""avis:"""": ""Je remercie Nice prestige VTC pour l ensemble des transferts qu’ils ont effectué pour notre séminaire."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""James Kebli"", ""
""avis:"""": ""Je remercie Nice prestige VTC pour l ensemble des transferts qu’ils ont effectué pour notre séminaire."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Giovanny Da Silva Semedo"", ""
""avis:"""": ""Merci pour vos services super au top"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Giovanny Da Silva Semedo"", ""
""avis:"""": ""Merci pour vos services super au top"", ""
""évaluation:"""": 5"
30986933700043,501,5.0,3.0,"""
""date:"""": ""il y a 4 mois"", ""name"": ""Damjan Miskovic"", ""
""avis:"""": ""Thay have pause from 12:30 - 13:30. I upload and that was fast. From me 5*."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""Damjan Miskovic"", ""
""avis:"""": ""Thay have pause from 12:30 - 13:30. I upload and that was fast. From me 5*."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 semaines"", ""name"": ""Zarif Nazarzoda"", ""
""avis:"""": ""L'organisation est incroyable, la relation avec les chauffeurs est de premier ordre, une personne originaire d'Afghanistan t …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 semaines"", ""name"": ""Zarif Nazarzoda"", ""
""avis:"""": ""L'organisation est incroyable, la relation avec les chauffeurs est de premier ordre, une personne originaire d'Afghanistan t …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a une semaine"", ""name"": ""Aicha Hedak"", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a une semaine"", ""name"": ""Aicha Hedak"", ""
""avis:"""": null, ""
""évaluation:"""": 5"
38869820100752,328,2.8,5.0,nan
7020172800287,462,3.8,13.0,"""
""date:"""": ""il y a 2 ans"", ""name"": ""lecompte francois"", ""
""avis:"""": ""Peu compétent. Un avocat s'est même permis au cours d'un RV programmé de longue 
""date:"" mais qu'il n'avait pas préparé de faire une remarque sur notre façon de parler, de notre élocution! …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""lecompte francois"", ""
""avis:"""": ""Peu compétent. Un avocat s'est même permis au cours d'un RV programmé de longue 
""date:"" mais qu'il n'avait pas préparé de faire une remarque sur notre façon de parler, de notre élocution! …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""resistance france"", ""
""avis:"""": ""ATTENTION , très cher et peu efficace ,
Demandez des devis ailleurs avant ,
et surtout un devis chez eux ""par écrit ""non orale !
Cela évitera d'avoir a payer le double comme moi à l'arrivée ."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""resistance france"", ""
""avis:"""": ""ATTENTION , très cher et peu efficace ,
Demandez des devis ailleurs avant ,
et surtout un devis chez eux ""par écrit ""non orale !
Cela évitera d'avoir a payer le double comme moi à l'arrivée ."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""jean-philippe Felix"", ""
""avis:"""": ""j'ai eu affaire à Madame Grimaud sur un dossier complexe de vente immobilière aux enchères elle s'en est occupé parfaitement bien avec professionnalisme et réactivité, je suis pleinement satisfait"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""jean-philippe Felix"", ""
""avis:"""": ""j'ai eu affaire à Madame Grimaud sur un dossier complexe de vente immobilière aux enchères elle s'en est occupé parfaitement bien avec professionnalisme et réactivité, je suis pleinement satisfait"", ""
""évaluation:"""": 5"
31232697800037,180,3.9,82.0,"""
""date:"""": ""il y a 8 mois"", ""name"": ""Clara Debain"", ""
""avis:"""": ""N'achetez surtout pas en ligne ! Grosse arnaque ! On vous donne des numéros de suivi à 6 chiffres impossible à suivre. Jamais eu ma commande et on ne répond pas par mail, ni FB, ni INSTAGRAM puisqu'on vous renvoi toujours sur leur put** de formulaire en ligne où personne répond. Aucun numéro c'est une grosse arnaque."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 8 mois"", ""name"": ""Clara Debain"", ""
""avis:"""": ""N'achetez surtout pas en ligne ! Grosse arnaque ! On vous donne des numéros de suivi à 6 chiffres impossible à suivre. Jamais eu ma commande et on ne répond pas par mail, ni FB, ni INSTAGRAM puisqu'on vous renvoi toujours sur leur put** de formulaire en ligne où personne répond. Aucun numéro c'est une grosse arnaque."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""alain magro"", ""
""avis:"""": ""Prix un peu élevé  pour du ""made in China"" Magasin trop petit, difficile de circuler"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""alain magro"", ""
""avis:"""": ""Prix un peu élevé  pour du ""made in China"" Magasin trop petit, difficile de circuler"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""Nadine Jacquet"", ""
""avis:"""": ""Magasin fait pour tous les budgets avec du choix et un personnel sympathique"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""Nadine Jacquet"", ""
""avis:"""": ""Magasin fait pour tous les budgets avec du choix et un personnel sympathique"", ""
""évaluation:"""": 5"
7180379500203,464,4.4,17.0,"""
""date:"""": ""il y a une semaine"", ""name"": ""momo amysfm"", ""
""avis:"""": ""Entreprise d ingénierie dans le domaine de l énergie. Invités en tant que client nous avons été très bien accueillis. Etat d esprit de partenariat. Bonne ambiance de travail et cohésion des équipes. Les directeurs sont bienveillants et sympas. Merci."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a une semaine"", ""name"": ""momo amysfm"", ""
""avis:"""": ""Entreprise d ingénierie dans le domaine de l énergie. Invités en tant que client nous avons été très bien accueillis. Etat d esprit de partenariat. Bonne ambiance de travail et cohésion des équipes. Les directeurs sont bienveillants et sympas. Merci."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Nata Zen"", ""
""avis:"""": ""Je suis outrée par un comportement d'une personne de Parlym. Elle m'a contacté et ayant appris que je n'étais pas prête de déménager pour une mission mais me déplacer en grand déplacements uniquement elle a, à plusieurs reprises, m'a fait …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un an"", ""name"": ""Nata Zen"", ""
""avis:"""": ""Je suis outrée par un comportement d'une personne de Parlym. Elle m'a contacté et ayant appris que je n'étais pas prête de déménager pour une mission mais me déplacer en grand déplacements uniquement elle a, à plusieurs reprises, m'a fait …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""ph co"", ""
""avis:"""": ""Ingénierie Française dans le domaine du pétrole, petrochimie, chimie, gère des clefs en main de realisation de sites industriels en france et à l'étranger."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""ph co"", ""
""avis:"""": ""Ingénierie Française dans le domaine du pétrole, petrochimie, chimie, gère des clefs en main de realisation de sites industriels en france et à l'étranger."", ""
""évaluation:"""": 5"
32611850200201,196,4.1,10.0,"""
""date:"""": ""il y a 3 ans"", ""name"": ""Daniel Jang"", ""
""avis:"""": ""Beautiful site, great atmosphere to be. Envy people working there!!"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Daniel Jang"", ""
""avis:"""": ""Beautiful site, great atmosphere to be. Envy people working there!!"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 11 mois"", ""name"": ""Xavier Rouan"", ""
""avis:"""": ""Très joli endroit"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 11 mois"", ""name"": ""Xavier Rouan"", ""
""avis:"""": ""Très joli endroit"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 ans"", ""name"": ""Marie-Céline Hamant"", ""
""avis:"""": ""Magnifique site Pierre Fabre ! Un plaisir de venir y travailler"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 ans"", ""name"": ""Marie-Céline Hamant"", ""
""avis:"""": ""Magnifique site Pierre Fabre ! Un plaisir de venir y travailler"", ""
""évaluation:"""": 5"
84828705800012,166,4.7,323.0,nan
32494775300020,121,3.1,408.0,"""
""date:"""": ""il y a 2 semaines"", ""name"": ""Rabeb Echakori"", ""
""avis:"""": ""Mon compagnon est aux urgences depuis 14h car il est tombé d’une pèle. A 16h ils lui disent qu’il va voir le médecin. Il est 20h toujours rien. Sachant que là les pharmacies sont fermé, on est loin des pharmacies de garde. Je le rejoins aux …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 semaines"", ""name"": ""Rabeb Echakori"", ""
""avis:"""": ""Mon compagnon est aux urgences depuis 14h car il est tombé d’une pèle. A 16h ils lui disent qu’il va voir le médecin. Il est 20h toujours rien. Sachant que là les pharmacies sont fermé, on est loin des pharmacies de garde. Je le rejoins aux …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Stéphane GUIGLION"", ""
""avis:"""": ""Je tiens à remercier chaleureusement toute l’équipe qui m’a accueilli ce matin des 7h ! L’accueil administratif une dame charmante et souriante, l’accueil au service ambulatoire, les infirmières, le brancardier ( super sympa ), le …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Stéphane GUIGLION"", ""
""avis:"""": ""Je tiens à remercier chaleureusement toute l’équipe qui m’a accueilli ce matin des 7h ! L’accueil administratif une dame charmante et souriante, l’accueil au service ambulatoire, les infirmières, le brancardier ( super sympa ), le …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Léa Loiseau"", ""
""avis:"""": ""J'ai été opérée en avril et j'ai dû rester plusieurs jours hospitalisée. J'ai eu une très bonne expérience dans cette clinique. Le personnel était aux petits soins et très aimable, j'ai été soulagée de mes douleurs correctement dès que je …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Léa Loiseau"", ""
""avis:"""": ""J'ai été opérée en avril et j'ai dû rester plusieurs jours hospitalisée. J'ai eu une très bonne expérience dans cette clinique. Le personnel était aux petits soins et très aimable, j'ai été soulagée de mes douleurs correctement dès que je …"", ""
""évaluation:"""": 5"
41037911900010,344,5.0,1.0,"""
""date:"""": ""il y a un an"", ""name"": ""francisco-xavier valero"", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""francisco-xavier valero"", ""
""avis:"""": null, ""
""évaluation:"""": 5"
33811273300278,284,3.4,31.0,"""
""date:"""": ""il y a un mois"", ""name"": ""Sophie Baucheron"", ""
""avis:"""": ""Expérience très très très très mauvaise suite à un litige avec une société anglaise qui vendait des meubles et qui a fait faillite. Je ne recommande absolument pas ce sont des personnes qui ne donnent pas suite à votre demande, qui usent votre patience à force de délais sans fin, aucune solution n’est proposé pour régler le problème."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un mois"", ""name"": ""Sophie Baucheron"", ""
""avis:"""": ""Expérience très très très très mauvaise suite à un litige avec une société anglaise qui vendait des meubles et qui a fait faillite. Je ne recommande absolument pas ce sont des personnes qui ne donnent pas suite à votre demande, qui usent votre patience à force de délais sans fin, aucune solution n’est proposé pour régler le problème."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 8 mois"", ""name"": ""Guillaume Cast"", ""
""avis:"""": ""Cabinet de conseil déontologiquement douteux qui n'en aura que de mauvais à vous prodiguer (n'ayez surtout pas le malheur d'avoir affaire à Christophe Gonzalez, il n'y a pas plus incompétent que lui)."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 8 mois"", ""name"": ""Guillaume Cast"", ""
""avis:"""": ""Cabinet de conseil déontologiquement douteux qui n'en aura que de mauvais à vous prodiguer (n'ayez surtout pas le malheur d'avoir affaire à Christophe Gonzalez, il n'y a pas plus incompétent que lui)."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Teu TCHA"", ""
""avis:"""": ""Accueil de l'agent de sécurité à partir de 17h vraiment à revoir à ce jour. Un savoir être à revoir, employabilité de la sécurité laisse présager du level de responsabilité de PWC. Il est aisé de corriger une erreur technique mais quatre …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Teu TCHA"", ""
""avis:"""": ""Accueil de l'agent de sécurité à partir de 17h vraiment à revoir à ce jour. Un savoir être à revoir, employabilité de la sécurité laisse présager du level de responsabilité de PWC. Il est aisé de corriger une erreur technique mais quatre …"", ""
""évaluation:"""": 1"
