SIRET,company,star,avis,resultats
35146649500063,315,4.0,22.0,"""
""date:"""": ""il y a 7 mois"", ""name"": ""AUDREY GOURGOUILLON"", ""
""avis:"""": ""Service de qualité.Échange avec la télévente agréable pour les prises de commandes.
Responsable de secteur réactif et disponible  pour la gestion de certaines …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 7 mois"", ""name"": ""AUDREY GOURGOUILLON"", ""
""avis:"""": ""Service de qualité.Échange avec la télévente agréable pour les prises de commandes.
Responsable de secteur réactif et disponible  pour la gestion de certaines …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 7 mois"", ""name"": ""Fadwa Ben Jemiaa"", ""
""avis:"""": ""c'est de l'arnaque"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 7 mois"", ""name"": ""Fadwa Ben Jemiaa"", ""
""avis:"""": ""c'est de l'arnaque"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 8 mois"", ""name"": ""sonia péron"", ""
""avis:"""": ""pas tres serieux"", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a 8 mois"", ""name"": ""sonia péron"", ""
""avis:"""": ""pas tres serieux"", ""
""évaluation:"""": 2"
30937272000032,497,4.2,44.0,"""
""date:"""": ""il y a 3 mois"", ""name"": ""Jean Kosak"", ""
""avis:"""": ""C'est très bien d'avoir un magasin avec tout ce qui faut pour travailler...et des gens compétents pour vous conseiller .."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Jean Kosak"", ""
""avis:"""": ""C'est très bien d'avoir un magasin avec tout ce qui faut pour travailler...et des gens compétents pour vous conseiller .."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""anatole lemongol"", ""
""avis:"""": ""Le personnel est très sympathique et très compétent et agréable.."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""anatole lemongol"", ""
""avis:"""": ""Le personnel est très sympathique et très compétent et agréable.."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Nicole Pommie"", ""
""avis:"""": ""Nouvelle  cliente, j ai été  très  surprise  par  les prix pratiqués  par le magasin. Ma volonté première, était  de faire  fonctionner  le marché  local. Or, à mon retour à mon domicile, je  constate que la chaîne  de tronconneuse  achetée est vendue moitié  prix sur le site  de STIHL. Me voilà avertie."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un an"", ""name"": ""Nicole Pommie"", ""
""avis:"""": ""Nouvelle  cliente, j ai été  très  surprise  par  les prix pratiqués  par le magasin. Ma volonté première, était  de faire  fonctionner  le marché  local. Or, à mon retour à mon domicile, je  constate que la chaîne  de tronconneuse  achetée est vendue moitié  prix sur le site  de STIHL. Me voilà avertie."", ""
""évaluation:"""": 1"
51402313400026,143,5.0,2.0,"""
""date:"""": ""il y a 7 mois"", ""name"": ""D M"", ""
""avis:"""": ""Société très sérieuse et Professionnelle. Je recommande sans modération. Bravo vous faites honneur à votre profession. À bientôt MD."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 7 mois"", ""name"": ""D M"", ""
""avis:"""": ""Société très sérieuse et Professionnelle. Je recommande sans modération. Bravo vous faites honneur à votre profession. À bientôt MD."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Farida Djaneh"", ""
""avis:"""": null, ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Farida Djaneh"", ""
""avis:"""": null, ""
""évaluation:"""": 5"
85205318000018,170,4.9,7.0,"""
""date:"""": ""il y a 7 mois"", ""name"": ""Rita DOMINICI"", ""
""avis:"""": ""Beaux et succulents agrumes. Personnel accueillant et courtois. Produits divers très bien exposés pour le plaisir des yeux et des papilles. Propreté irreprochable et magnifique devanture qui donne envie d y entrer.  Je conseille"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 7 mois"", ""name"": ""Rita DOMINICI"", ""
""avis:"""": ""Beaux et succulents agrumes. Personnel accueillant et courtois. Produits divers très bien exposés pour le plaisir des yeux et des papilles. Propreté irreprochable et magnifique devanture qui donne envie d y entrer.  Je conseille"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 7 mois"", ""name"": ""Kateryna Lopatina"", ""
""avis:"""": ""Très bonne idée de vendre les soupes avec des légumes. La boutique est jolie, bon choix de produits."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 7 mois"", ""name"": ""Kateryna Lopatina"", ""
""avis:"""": ""Très bonne idée de vendre les soupes avec des légumes. La boutique est jolie, bon choix de produits."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 7 mois"", ""name"": ""Janine Prieul"", ""
""avis:"""": ""magasin de premier choix belle présention des fruits et légumes et grands choix de fruits secs accueil sympathique
potage maison extra soupe cresson, panais carottes délicieux bravo à toute l'équipe"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 7 mois"", ""name"": ""Janine Prieul"", ""
""avis:"""": ""magasin de premier choix belle présention des fruits et légumes et grands choix de fruits secs accueil sympathique
potage maison extra soupe cresson, panais carottes délicieux bravo à toute l'équipe"", ""
""évaluation:"""": 5"
95980195200018,177,4.7,1213.0,nan
30703572500174,116,3.2,6.0,"""
""date:"""": ""il y a un mois"", ""name"": ""dominique GUILBERTEAU"", ""
""avis:"""": ""Des verres de lunettes commandés par Ecouter Voir de Niort, sont arrivés défectueux le 2 août et Hoya Lens France n'a pas été en mesure de leur en renvoyer pour que mes lunettes soient prêtes le 5 août avant mon départ en vacances !!!! Soit …"", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a un mois"", ""name"": ""dominique GUILBERTEAU"", ""
""avis:"""": ""Des verres de lunettes commandés par Ecouter Voir de Niort, sont arrivés défectueux le 2 août et Hoya Lens France n'a pas été en mesure de leur en renvoyer pour que mes lunettes soient prêtes le 5 août avant mon départ en vacances !!!! Soit …"", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a une semaine"", ""name"": ""Yanis Boyer"", ""
""avis:"""": ""Bonjour. Je suis allé chez un opticien pour mon fils. On m a proposé les verres Hoya. Bon en voyant vos avis je ne suis pas trop rassuré."", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a une semaine"", ""name"": ""Yanis Boyer"", ""
""avis:"""": ""Bonjour. Je suis allé chez un opticien pour mon fils. On m a proposé les verres Hoya. Bon en voyant vos avis je ne suis pas trop rassuré."", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a 8 mois"", ""name"": ""Zyd Laurent Casile"", ""
""avis:"""": ""Je porte des verres progressifs Myself Hoya depuis 3 ans, adaptation immédiate, ils sont très fins alors que j’ai une correction importante. L’opticienne a pris des mesures ultra-précises, la vision est parfaite à toutes distances. J’ai opté pour la même qualité en version solaire, c’est parfait aussi."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 8 mois"", ""name"": ""Zyd Laurent Casile"", ""
""avis:"""": ""Je porte des verres progressifs Myself Hoya depuis 3 ans, adaptation immédiate, ils sont très fins alors que j’ai une correction importante. L’opticienne a pris des mesures ultra-précises, la vision est parfaite à toutes distances. J’ai opté pour la même qualité en version solaire, c’est parfait aussi."", ""
""évaluation:"""": 5"
85234625300010,171,4.5,2.0,"""
""date:"""": ""il y a 3 mois"", ""name"": ""Mathieu Garolla"", ""
""avis:"""": ""Le cabinet est passé à coté d'une information importante dans mon affaire (cause : mouvement de personnel etc...).
Je comprends et je conçois. …"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Mathieu Garolla"", ""
""avis:"""": ""Le cabinet est passé à coté d'une information importante dans mon affaire (cause : mouvement de personnel etc...).
Je comprends et je conçois. …"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""pauly rosa"", ""
""avis:"""": ""Des huissiers très compétentes, rigoureuses, honnêtes et humaines. A conseiller à 100%. Merci de votre travail."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""pauly rosa"", ""
""avis:"""": ""Des huissiers très compétentes, rigoureuses, honnêtes et humaines. A conseiller à 100%. Merci de votre travail."", ""
""évaluation:"""": 5"
31860720700210,544,3.4,102.0,nan
30544626200043,487,4.6,94.0,nan
35174572400200,316,3.9,8321.0,"""
""date:"""": ""il y a un mois"", ""name"": ""Paul T"", ""
""avis:"""": ""Assez facile d'accès en voiture et situé dans la zone commerciale de Plaisir, le parking se rempli très vite. Mais c'est toujours agréable de flâner dans un IKEA. Le magasin est grand et il y a beaucoup de choix. Certains vendeurs sont serviables, d'autres moins, voir absent. Au moins il y en a qui ont de l'humour sur les peluches !"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a un mois"", ""name"": ""Paul T"", ""
""avis:"""": ""Assez facile d'accès en voiture et situé dans la zone commerciale de Plaisir, le parking se rempli très vite. Mais c'est toujours agréable de flâner dans un IKEA. Le magasin est grand et il y a beaucoup de choix. Certains vendeurs sont serviables, d'autres moins, voir absent. Au moins il y en a qui ont de l'humour sur les peluches !"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a un mois"", ""name"": ""M B"", ""
""avis:"""": ""Les IKEA sont toujours géniaux. Celui-ci est le tout premier que j’ai pu parcourir avec les parents quand j’étais ado. Il est grand, avec pas mal de stock.
Lors de ma visite plusieurs stands et corners étaient en pleins préparatifs pour …"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a un mois"", ""name"": ""M B"", ""
""avis:"""": ""Les IKEA sont toujours géniaux. Celui-ci est le tout premier que j’ai pu parcourir avec les parents quand j’étais ado. Il est grand, avec pas mal de stock.
Lors de ma visite plusieurs stands et corners étaient en pleins préparatifs pour …"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Marie Amour"", ""
""avis:"""": ""Voilà une sortie pour les dimanches pluvieux lol.
On se balade dans ce grand magasin et même si nous n'avions pas décidé d' acheter quelque chose, on ressort avec un panier plein d'articles bien pratique pour …"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Marie Amour"", ""
""avis:"""": ""Voilà une sortie pour les dimanches pluvieux lol.
On se balade dans ce grand magasin et même si nous n'avions pas décidé d' acheter quelque chose, on ressort avec un panier plein d'articles bien pratique pour …"", ""
""évaluation:"""": 4"
43848797700029,132,5.0,2.0,"""
""date:"""": ""il y a 3 semaines"", ""name"": ""Didier Poncet"", ""
""avis:"""": ""Une entreprise d'électricité d'une très grande qualité.
Cette entreprise allie,  technicité, et qualité de ses prestations. A cette maîtrise technique, il convient d'ajouter la gentillesse et l'excellente éducation …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 semaines"", ""name"": ""Didier Poncet"", ""
""avis:"""": ""Une entreprise d'électricité d'une très grande qualité.
Cette entreprise allie,  technicité, et qualité de ses prestations. A cette maîtrise technique, il convient d'ajouter la gentillesse et l'excellente éducation …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 ans"", ""name"": ""didier jagoudet"", ""
""avis:"""": ""Très bonne entreprise patron au top"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 ans"", ""name"": ""didier jagoudet"", ""
""avis:"""": ""Très bonne entreprise patron au top"", ""
""évaluation:"""": 5"
34783527400015,303,5.0,1.0,"""
""date:"""": ""il y a 3 mois"", ""name"": ""Marcin Szydłowski"", ""
""avis:"""": ""Chargement rapide et efficace conformément à l …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Marcin Szydłowski"", ""
""avis:"""": ""Chargement rapide et efficace conformément à l …"", ""
""évaluation:"""": 5"
30684462201091,493,2.8,52.0,nan
30135102900022,470,4.3,6.0,"""
""date:"""": ""il y a 6 jours"", ""name"": ""ALARMFUTUR"", ""
""avis:"""": ""C'est une entreprise très sérieuse à recommander, avec une véritable équipe de professionnels très compétents qui connaissent parfaitement leur métier. Un grand merci encore à Cédric, Yannick et Patrice pour votre excellent accueil et vos …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 jours"", ""name"": ""ALARMFUTUR"", ""
""avis:"""": ""C'est une entreprise très sérieuse à recommander, avec une véritable équipe de professionnels très compétents qui connaissent parfaitement leur métier. Un grand merci encore à Cédric, Yannick et Patrice pour votre excellent accueil et vos …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Lucie Kats"", ""
""avis:"""": ""Impeccable. Rapide et sympa"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Lucie Kats"", ""
""avis:"""": ""Impeccable. Rapide et sympa"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Rachid Guettaf"", ""
""avis:"""": ""Bien"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Rachid Guettaf"", ""
""avis:"""": ""Bien"", ""
""évaluation:"""": 5"
33787946400143,282,4.2,19.0,"""
""date:"""": ""il y a 4 ans"", ""name"": ""Véronique Fuchs"", ""
""avis:"""": ""Beau show room de mobilier Suédoispour les espaces de travail de qualité."", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Véronique Fuchs"", ""
""avis:"""": ""Beau show room de mobilier Suédoispour les espaces de travail de qualité."", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 10 mois"", ""name"": ""Éric Boursinhac"", ""
""avis:"""": ""Site réservé pour les entreprises avec excellent accueil."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 10 mois"", ""name"": ""Éric Boursinhac"", ""
""avis:"""": ""Site réservé pour les entreprises avec excellent accueil."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""Alex"", ""
""avis:"""": ""Super showroom !!"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""Alex"", ""
""avis:"""": ""Super showroom !!"", ""
""évaluation:"""": 5"
