id,siren,name,brand_name,description,address,city,postal_code,country,phone,website,logo,siret,ceo_name,ape,founded_date,turnover_2022,gouv_searched,gouv_street,gouv_city,gouv_postal_code,gouv_country,gouv_lat,gouv_lng
460,68500206,HUSQVARNA CONSTRUCTION PRODUCTS FRANCE,HTC,,1 RUE DU TERTRE,BLOIS,49070,,,,,6850020600203,Olivier TOUZE,4663Z,1901-12-25,,0,,,,,,
541,318292513,IBM Interactive,IBM INTERACTIVE,,27 AVENUE RICCARDO MAZZA,NOISY-LE-GRAND,34630,,,,,31829251300146,Alex BAUER,6202A,1980-01-01,,0,,,,,,
544,318607207,Icade Management,ICADE MANAGEMENT,,37 RUE DU ROCHER,ISSY-LES-MOULINEAUX,75008,,,,,31860720700210,,8299Z,1980-01-01,,0,,,,,,
487,305446262,ICOM FRANCE,ICOM,,63 BIS BOULEVARD BESSIERES,TOULOUSE,75017,,,,,30544626200043,Lionel LEWIN FLEUR,4652Z,1976-01-01,,0,,,,,,
316,351745724,IKEA France,IKEA,,425 RUE HENRI BARBUSSE,PLAISIR,78370,,,,,35174572400200,Johan LAURELL,4759A,1989-08-01,3285352020.0,1,Rue Henri Barbusse,Plaisir,78370,,48.830453,1.968593
132,438487977, IMMELEC,IMMELEC,,4 RUE D ALGER,NICE,06000,,,,,43848797700029,Thierry CAPUTO,4321A,2001-07-01,217300.0,1,Rue d'Alger,Nice,06000,,43.703961,7.269368
482,304498702,INOVIE Biopole 66,LABORATOIRE DE BIOLOGIE MEDICALE,,1202 LE VIEUX CHEMIN DE TOULON,CABESTANY,83400,,,,,30449870200022,Benoît MARNET,8690B,1975-01-01,,0,,,,,,
480,304165962,INTER-SERVICE,SICA,,6 AVENUE DES METIERS,ONET-LE-CHÂTEAU,12000,,,,,30416596200024,Hervé SOLIGNAC,4776Z,1976-01-01,,0,,,,,,
303,347835274,IPSEN PHARMA BIOTECH,IPB ETABLISSEMENT GAMMASTER,,CHEMIN DEPARTEMENTAL 402,SIGNES,83870,,,,,34783527400015,Sandrine GARCIA,2120Z,1988-08-18,419561161.0,0,,,,,,
532,316881911,IRRIGARONNE,PROSJET,,30 AVENUE DE VERDUN,AIMARGUES,34120,,,,,31688191100176,Gilles SOILLY,4661Z,1969-01-01,,0,,,,,,
523,316138635,ISSEY MIYAKE EUROPE,PLEATS PLEASE ISSEY MIYAKE,,82 RUE HISPANO SUIZA,PARIS,66000,,,,,31613863500040,Tempe BRICKHILL,4642Z,1979-01-01,,1,Rue Hispano Suiza,Perpignan,66000,,42.661876,2.905938
493,306844622,JARDILAND,JARDILAND,,RUE WILLY BRANDT,PARIS,77184,,,,,30684462201091,TERACT RETAIL,4776Z,1976-01-01,,0,,,,,,
157,842047318,JOY NICE,LE CURRY,,15 RUE SAINT PHILIPPE,NICE,06000,,,,,84204731800014,Anil MANDA,5610A,2018-08-16,60000.0,1,Rue Saint-Philippe,Nice,06000,,43.695479,7.255075
470,301351029,KILOUTOU ENERGIE,KILOUTOU ENERGIE,,ZAC DE LA VIALETTE,MUGRON,81150,,,,,30135102900022,KILOUTOU,7732Z,1975-01-01,,0,,,,,,
282,337879464,KINNARPS SA,KINNARPS SA,,1712 ROUTE DE QUARANTE SOUS,ORGEVAL,78630,,,,,33787946400143,Jean LAMBRON,4665Z,1986-05-09,58626357.0,0,,,,,,
107,302695614,KONICA MINOLTA BUSINESS SOLUTIONS FRANCE,KONICA MINOLTA,,365 ROUTE DE ST GERMAIN,CARRIÈRES-SUR-SEINE,78420,,,,,30269561400354,Jonathan LEYVA,9511Z,1973-09-30,381140900.0,1,Route de Saint Germain,Carrières-sur-Seine,78420,,48.910744,2.164545
279,333583466,KUEHNE NAGEL,KUEHNE NAGEL,,PARC ACTIVIT NID A GRIVE,FERRIÈRES-EN-BRIE,77164,,,,,33358346600052,Guillaume PEARD,5210B,1985-09-03,1102620735.0,0,,,,,,
113,305823296,LABORATOIRES M&L,REGAIN,,ZI SAINT MAURICE,MANOSQUE,04100,,,,,30582329600077,Florian CROCE,2042Z,1976-01-01,286585438.0,0,,,,,,
159,842665697,LAETIT'BE,LAETIT'BE,,17 BOULEVARD JOSEPH GARNIER,NICE,06000,,,,,84266569700012,Laetitia SIBONY,4771Z,2018-09-18,65700.0,1,Boulevard Joseph Garnier,Nice,06000,,43.710021,7.259558
521,315065292,LA FRANCAISE DES JEUX,LA FRANCAISE DES JEUX,,14 RUE MICHEL LABROUSSE,BOULOGNE-BILLANCOURT,31100,,,,,31506529200296,Stéphane PALLEZ,9200Z,1979-11-01,,0,,,,,,
528,316475227,LAMBERTON,LAUDIS,,70 AVENUE VICTOR DALBIEZ,VILLENEUVE-LÈS-BÉZIERS,66000,,,,,31647522700039,Jean-jacques LAMBERTON,4673A,1979-01-01,,0,,,,,,
451,55200984,LARIVIERE,LARIVIERE EXPERT DE L'ENVELOPPE DU BATIMENT,,2 RUE RAYMOND PITET,ANGERS,38100,,,,,5520098400270,Julien MONTEIRO,4673A,1985-06-03,,0,,,,,,
543,318604907,LAUDIS,LAUDIS AUTOMOBILES,,27 RUE CAMILLE DESMOULINS,LABÈGE,92130,,,,,31860490700143,STÉ PAR ACTIONS SIMPLIFIÉE PEYROT INVESTISSEMENTS,4511Z,1986-03-25,,1,Rue Camille Desmoulins,Issy-les-Moulineaux,92130,,48.829546,2.264634
147,528755614,LCE LE CANN ELECTRICITE,LE CANN ELECTRICITE,,5 RUE BISCARRA,NICE,06000,,,,,52875561400013,Franck LE CANN,4321A,2010-12-01,111200.0,1,Rue Biscarra,Nice,06000,,43.703132,7.270042
136,450228317,LE MAS DE PIERRE,LE MAS DE PIERRE,,2431 ROUTE DE CAGNES,VENCE,06140,,,,,45022831700019,SOCRI FINANCIERE HOTELIERE,5510Z,2003-09-12,8459200.0,1,Route de Cagnes,Vence,06140,,43.705035,7.133059
168,848970737,LE PERA SAS,IL PAESELLO,,32 RUE LAMARTINE,NICE,06000,,,,,84897073700021,Francesco LE PERA,5610C,2019-03-08,57700.0,1,Rue Lamartine,Nice,06000,,43.704111,7.267816
518,314605247,LES CELLIERS JEAN D'ALIBERT,LES CELLIERS JEAN D'ALIBERT,,26 QUAI CHARLES PASQUA,RIEUX-MINERVOIS,92300,,,,,31460524700027,Pascal FERNANDEZ,4634Z,1979-01-01,,0,,,,,,
155,841466998,LES MARQUISES,CBD QUEEN,,11 BOULEVARD GAMBETTA,NICE,06000,,,,,84146699800025,Angélique ROSANO,4773Z,2018-07-18,151700.0,1,Boulevard Gambetta,Nice,06000,,43.69496,7.256161
145,521693523,LOUIS CEDRIC,MONSIEUR CEDRIC LOUIS,,44 AVENUE DE L ARBRE INFERIEUR,NICE,06000,,,,,52169352300032,Cedric LOUIS,4321A,2010-04-05,150000.0,1,Avenue de l'Arbre Inférieur,Nice,06000,,43.711116,7.279019
292,339012452, M6 METROPOLE TELEVISION,M6,,89 AVENUE CHARLES DE GAULLE,NEUILLY-SUR-SEINE,92200,,,,,33901245200084,Marie CHEVAL,6020A,1986-10-08,635400000.0,1,Avenue Charles de Gaulle,Neuilly-sur-Seine,92200,,48.880529,2.272601
178,971801865,MAISON BONIFASSI,DIS CO BIERES,,RUE ZI 16EME RUE,CARROS,06510,,,,,97180186500033,MÉTIS,4634Z,1971-01-01,10239800.0,0,,,,,,
510,312045248,MALTHA GLASS RECYCLING FRANCE,IPAQ,,730 RUE GUILLAUME DU VAIR,IZON,13290,,,,,31204524800035,Liève DECLERCQ,3832Z,1964-01-01,,1,Rue Guillaume du Vair,Aix-en-Provence,13290,,43.50718,5.399349
280,335309563,MARIANNE INTERNATIONAL,MARIANNE INTERNATIONAL,,17 BIS BOULEVARD PASTEUR,PARIS,75015,,,,,33530956300096,Alain CHALON,7810Z,1986-04-01,12672508.0,1,Boulevard Pasteur,Paris,75015,,48.844105,2.312106
152,807868872,MATIX,MATIX,,11 RUE CHALGRIN,PARIS,75116,,,,,80786887200019,Michal STOLARCZYK,4399C,2014-11-01,3983400.0,1,Rue Chalgrin,Paris,75016,,48.874207,2.288331
317,352751200,MEDIANCE,MEDIANCE F184,,117 AVENUE DE LA REPUBLIQUE,CHÂTILLON,92320,,,,,35275120000606,COMPASS GROUP FRANCE,5610C,1989-12-14,15509164.0,1,Avenue de la République,Châtillon,92320,,48.80529,2.297928
517,314584160,MERCIER,ETS MERCIER,,ROUTE DE PEPIEUX,LUC-LA-PRIMAUBE,11160,,,,,31458416000050,Séverine ROUSSEL,4673A,1978-01-01,,0,,,,,,
471,301638656,MIDI PYRENEES DISTRIBUTION,MIDI PYRENEES DISTRIBUTION,,PARVIS ZAHA HADID,MARSSAC-SUR-TARN,92400,,,,,30163865600043,Joao GAITAS,4633Z,1984-11-01,,0,,,,,,
294,342069143,MILAN PRESSE,MILAN PRESSE,,1 ROND-POINT DU GENERAL EISENHOWER,TOULOUSE,31100,,,,,34206914300085,BAYARD PRESSE SA À DIRECTOIRE ET CONSEIL DE SURVEILLANCE,5814Z,1987-07-20,46090772.0,1,Rond-point du Général Eisenhower,Toulouse,31100,,43.578584,1.36485
347,413157306,MINELLI SAS,MINELLI - ORCADE,,30 AVENUE DU CHATEAU DE JOUQUES,GÉMENOS,13420,,,,,41315730603183,0,4772A,1997-07-23,84041187.0,1,Avenue du Chateau de Jouques,Gémenos,13420,,43.280607,5.610471
534,317097350,M&L DISTRIBUTION (France) S.A.R.L.,L'OCCITANE - MELVITA - ERBORIAN,,41 RUE DU CAPITAINE GUYNEMER,MANOSQUE,92400,,,,,31709735000043,Adrien GEIGER,9602B,1979-01-01,,1,Rue du Capitaine Guynemer,Courbevoie,92400,,48.895841,2.243662
324,381515857,MONTRE SERVICE,MONTRE SERVICE,,60 RUE DE WATTIGNIES,PARIS,75012,,,,,38151585700377,RONEL HOLDINGS (FRANCE),9525Z,1991-04-01,10259339.0,1,Rue de Wattignies,Paris,75012,,48.835253,2.398162
104,300990686,MOUCHET BURRY,BLEU CERISE,,226 RUE LOUIS LEPINE,VAUVERT,30600,,,,,30099068600572,Guillaume JOURNEL,4772B,1974-01-01,17321982.0,1,rue Louis Lépine,Vauvert,30600,,43.706312,4.284932
346,412575623,NEWREST France,NEWREST FRANCE ORLY WISSOUS,,8 ALLEE HENRY POTEZ,BLAGNAC,31700,,,,,41257562300019,Stéphane HEGRON,5629B,1997-06-13,81288656.0,1,Allée Henry Potez,Blagnac,31700,,43.62605,1.37974
314,351442082,NEWREST RESTAURATION,RESTAURANT LES JARDINS D ELEONORE,,8 ALLEE HENRY POTEZ,BLAGNAC,31700,,,,,35144208206081,Olivier LAURAC,5629B,1984-01-01,126904797.0,1,Allée Henry Potez,Blagnac,31700,,43.62605,1.37974
174,954802062,NICE PLOMBERIE,NICE-PLOMBERIE,,14 RUE EMMA ET PHILIPPE TIRANTY,NICE,06000,,,,,95480206200032,Dominique ECK,4322A,1995-12-25,582200.0,1,Rue Emma et Philippe Tiranty,Nice,06000,,43.703129,7.267333
153,811816727,NICE PRESTIGE VTC,NICE PRESTIGE VTC,,3 RUE GIOFFREDO,NICE,06000,,,,,81181672700028,Jesus DE PINA MONIZ SEMEDO,4932Z,2015-06-04,49300.0,1,Rue Gioffrédo,Nice,06000,,43.702711,7.276979
501,309869337,OCETRA,OCETRA,,17 RUE DE BERLIN,ROUEN,13127,,,,,30986933700043,Isabelle CHAMBAULT,5229B,1977-01-01,,0,,,,,,
328,388698201,OCP REPARTITION,DMM ET OCP REPARTITION,,2 RUE GALIEN,SAINT OUEN SUR SEINE,93400,,,,,38869820100752,Claude CASTELLS,4646Z,1992-09-24,6321360369.0,1,Rue Galien,Saint-Ouen-sur-Seine,93400,,48.907096,2.318791
531,316853332,OMRON ELECTRONICS,OMRON,,320 AVENUE DE LA PETITE CAMARGUE,NOGENT-SUR-MARNE,30470,,,,,31685333200211,Fernando COLAS FUSTERO,4669A,1979-01-01,,0,,,,,,
484,305207169,Orano Démantèlement,AREVA NC,,15 RUE DU LT PIERRE MURARD,CHÂTILLON,10000,,,,,30520716900601,Philippe KNOCHE,3900Z,1965-01-01,,0,,,,,,
462,70201728,Oratio avocats,Oratio avocats,,ZI LES CONDAMINES,ANGERS,38320,,,,,7020172800287,Gilles CAMPHORT,6910Z,1970-01-01,,0,,,,,,
180,312326978,OUEST HARMONIE,MAXI-BAZAR,,15 AVENUE AUGUSTE RENOIR,CAGNES-SUR-MER,06800,,,,,31232697800037,Jean-marie POMARES,4751Z,1990-02-06,112162313.0,1,Avenue Auguste Renoir,Cagnes-sur-Mer,06800,,43.663622,7.150017
188,319438321,OUTILLAGE DE ST ETIENNE,SHOPIX,,RUE PIERRE GEORGES LATECOERE,ANDRÉZIEUX-BOUTHÉON,42160,,,,,31943832100055,SAFIR,4789Z,1980-07-01,46677183.0,1,Rue Pierre Georges Latécoère,Andrézieux-Bouthéon,42160,,45.526999,4.288769
530,316754985,PAGES MA,PAGES MA,,3 PARVIS DE LA GARE NOGENT -BALTARD,AURILLAC,94130,,,,,31675498500034,Vincent PAGES,4661Z,1979-01-01,,1,Parvis de la Gare Nogent Baltard,Nogent-sur-Marne,94130,,48.834222,2.472041
464,71803795,PARLYM ENGINEERING,PARLYM ENGINEERING,,196 BOULEVARD MIREILLE LAUZE,MARSEILLE,13010,,,,,7180379500203,ENGINEERING AND FINANCE PARTNERS,7112B,1972-01-01,,1,Boulevard mireille lauze,Marseille,13010,,43.283478,5.416229
498,309467884,PAROT VI,GAP V.I.,,420 BOULEVARD MARIUS BERLIET,BRUGES,66000,,,,,30946788400073,GROUPE PAROT,4511Z,1977-01-01,,1,Boulevard Marius BERLIET,Perpignan,66000,,42.731191,2.893989
488,305850646,PEDUZZI,ATELIER DES ORMES,,3 RUE JEAN PERRIN,FRESSE-SUR-MOSELLE,33600,,,,,30585064600038,GROUPE LIVIO,4399C,1976-01-01,,0,,,,,,
476,303656375,PERNOD RICARD FRANCE,LOCATION DE KART,,5 AVENUE DE COURNON,MARSEILLE,63170,,,,,30365637500787,Philippe COUTIN,1101Z,1975-01-01,,0,,,,,,
533,316980085,PEZENAS DISTRIBUTION,SCORE,,ZI SAINT MAURICE,PÉZENAS,04100,,,,,31698008500013,UFANA,4711F,1979-01-01,,0,,,,,,
196,326118502,PIERRE FABRE MEDICAMENT,LABORATOIRES ROBAPHARM - PIERRE FABRE PHARMACEUTI,,CAUQUILLOUS BAS,LAVAUR,81500,,,,,32611850200201,Jean-luc LOWINSKI,2120Z,1982-12-27,1046075483.0,0,,,,,,
166,848287058,POKE LOV,POKE LOV.,,10 RUE ALBERTI,NICE,06000,,,,,84828705800012,Léa DI BENEDETTO,5610C,2019-02-11,305900.0,1,Rue Alberti,Nice,06000,,43.699277,7.27216
121,324947753,POLYCLINIQUE SAINT JEAN,CLINIQUE DU PANORAMA,,92 AVENUE MAURICE DONAT,CAGNES-SUR-MER,06800,,,,,32494775300020,Alexandra CITTADINI,8610Z,1982-07-01,45660000.0,1,Avenue Docteur Maurice Donat,Cagnes-sur-Mer,06800,,43.660823,7.136616
344,410379119,POUJAUD,POUJAUD,,30 AVENUE MIRABEAU,CHÂTEAUNEUF-LES-MARTIGUES,13220,,,,,41037911900010,POUJAUD-ALTRAD SAS,4399B,1996-12-18,18483800.0,1,Avenue Mirabeau,Châteauneuf-les-Martigues,13220,,43.398251,5.109151
284,338112733,PRICEWATERHOUSECOOPERS ADVISORY,PRICEWATERHOUSECOOPERS ADVISORY,,63 RUE DE VILLIERS,NEUILLY-SUR-SEINE,92200,,,,,33811273300278,Christophe DESGRANGES,7022Z,1986-06-24,383790432.0,1,Rue de Villiers,Neuilly-sur-Seine,92200,,48.892475,2.277294
485,305377251,PROSUD-OUEST,BERTRAND COPELEC PRO & CIE,,88 RD 988,IZON,81370,,,,,30537725100080,TROISIEME ACTE,4643Z,1976-01-01,,0,,,,,,
167,848792727,PROVIDENCE ASSURANCES,PROVIDENCE ASSURANCES,,13 RUE TONDUTI DE L ESCARENE,NICE,06000,,,,,84879272700028,Kevin CIFFREO,6622Z,2019-03-01,125200.0,1,Rue Tonduti de l'Escarène,Nice,06000,,43.701456,7.274317
516,314283326,PV DISTRIBUTION,ARCS VOYAGES,,109 AVENUE DE RODEZ,PARIS,12450,,,,,31428332600093,Martine VALLETTE,7912Z,1978-01-01,,1,Avenue de Rodez,Luc-la-Primaube,12450,,44.301668,2.555273
306,348058165,PWC AUDIT,PWC AUDIT,,63 RUE DE VILLIERS,NEUILLY-SUR-SEINE,92200,,,,,34805816500104,Patrice MOROT,6920Z,1988-07-04,83228438.0,1,Rue de Villiers,Neuilly-sur-Seine,92200,,48.892475,2.277294
297,342879400,RALPH LAUREN FRANCE SAS,RALPH LAUREN STORE CANNES (917),,23 RUE DE VIENNE,PARIS,75008,,,,,34287940000139,Carmel PEDATELLA,4771Z,1987-10-26,154544023.0,1,Rue de Vienne,Paris,75008,,48.877744,2.322239
508,311834105,RAMBACH,RAMBACH,,735 ROUTE DES COMBATTANTS D'INDOCHINE,JOUY-LE-CHÂTEL,82800,,,,,31183410500018,FL RAMBACH,4520B,1978-01-01,,0,,,,,,
465,72800600,RESO,RESO,,10 CHEMIN DE LACADE,MARSEILLE,31320,,,,,7280060000057,Christophe COULET,4673A,1961-01-01,,0,,,,,,
326,383359510, REX ROTARY,REX ROTARY,,3 RUE JESSE OWENS,SAINT-DENIS,93210,,,,,38335951000807,Nicola DOWNING,9511Z,1991-09-30,120696195.0,1,Rue Jesse Owens,Saint-Denis,93200,,48.923457,2.364425
281,337621841,RICOH France,RICOH,,7 AVENUE ROBERT SCHUMAN,RUNGIS,94150,,,,,33762184100903,Elie CHOUKROUN,9511Z,1986-04-29,453398187.0,1,Avenue Robert Schuman,Rungis,94150,,48.747403,2.357964
204,332899731,RIP CURL EUROPE,RIP CURL SURF STATION,,407 AVENUE DE LA TUILERIE,SOORTS-HOSSEGOR,40150,,,,,33289973100035,Mathieu LEFIN,4642Z,1985-06-20,54534049.0,1,Avenue de la Tuilerie,Soorts-Hossegor,40150,,43.668536,-1.38352
313,351322722,RISO FRANCE SA,RISO FRANCE S.A.,,49 RUE DE LA CITE,LYON,69003,,,,,35132272200064,Fabrice SPOSITO,3312Z,1989-06-08,54092240.0,1,Rue de la Cité,Lyon,69003,,45.758752,4.872599
156,841563729,RIVIERA DOUBLE DECKER,RIVIERA DOUBLE DECKER,,6 BIS AVENUE DURANTE,NICE,06000,,,,,84156372900018,Anthony HENNEQUIN,7990Z,2018-07-30,18300.0,1,Avenue Durante,Nice,06000,,43.702007,7.262613
183,315711218,ROHLIG FRANCE SAS,ROHLIG,,22 AVENUE DES NATIONS,VILLEPINTE,93420,,,,,31571121800265,"ROHLIG LOGISTICS GMBH & CO,KG STE DROIT ETRANGER",5229B,1979-01-01,147659393.0,1,Avenue des Nations,Villepinte,93420,,48.97341,2.508361
191,320955396,RUBIX France,RUBIX FRANCE,,61 AVENUE TONY GARNIER,LYON,69007,,,,,32095539602633,Franck VOISIN,4669B,1981-02-06,741414642.0,1,Avenue Tony Garnier,Lyon,69007,,45.726669,4.83305
474,302588462,SAIPEM S.A,SAIPEM S.A,,20 ALLEE TURCAT MERY,MONTIGNY-LE-BRETONNEUX,13008,,,,,30258846200200,Bertrand MARECHAL,4291Z,2014-07-01,,0,,,,,,
158,842360505,SALON AMANDINE,SALON AMANDIINE,,104 BOULEVARD DE LA MADELEINE,NICE,06000,,,,,84236050500015,Amandine CHAUSSIGNAND,9602A,2018-09-13,49000.0,1,Boulevard de la Madeleine,Nice,06000,,43.698859,7.23964
452,56502248,SAMSE,SAMSE,,40 RUE FRANCINE FROMONT,GRENOBLE,69120,,,,,5650224801131,Olivier MALFAIT,4673A,1968-01-01,,0,,,,,,
125,337850143,SAM SOC AZUREENNE DE MAINTENANCE,SOCIETE AZUREENNE DE MAINTENANCE SAM,,3 AVENUE MALAUSSENA,NICE,06000,,,,,33785014300013,Philippe VAGANAY,4322A,1986-05-28,122400.0,1,Avenue Malausséna,Nice,06000,,43.706555,7.26408
135,443582374,SARL DIB,SARL D.I.B.,,19 RUE GUBERNATIS,NICE,06000,,,,,44358237400049,Jean DI BENEDETTO,4399C,2002-08-01,2325100.0,1,Rue Gubernatis,Nice,06000,,43.70072,7.272334
129,401342787,SAS FREMOND,SAS FREMOND,,6 RUE ABBE GREGOIRE,NICE,06000,,,,,40134278700017,Patrick FREMOND,4321A,1995-04-01,546000.0,1,Rue Abbé Grégoire,Nice,06000,,43.705503,7.257654
133,440237667,SAS HYPER GRASSE,SAS HYPER GRASSE,,59 CHEMIN DE L ORME,GRASSE,06130,,,,,44023766700025,Eric PANGRANI,4711F,2001-12-18,117582600.0,1,Chemin de l’Orme,Grasse,06130,,43.652535,6.944137
295,342715604,SAS POTAIN TP,LA BONNE CHAIR,,719 ROUTE DE LA CLAYETTE,VAREILLES,71800,,,,,34271560400019,Philippe POTAIN,4222Z,1987-09-01,23649962.0,1,route de la clayette,Vareilles,71800,,46.294885,4.26922
524,316395581,SAVVIC AUTO,SALVAZA AUTOMOBILES,,35 RUE CHATEAU D ORGEMONT,PERPIGNAN,49000,,,,,31639558100119,SAAEM SA,4511Z,1979-01-01,,0,,,,,,
334,393339460,SBM FORMULATION,SBM FORMULATION,,AVENUE JEAN FOUCAULT,BÉZIERS,34500,,,,,39333946000023,Jean-paul SIMMLER,2020Z,1993-12-01,34820151.0,1,Avenue Jean Foucault,Béziers,34500,,43.331497,3.25513
526,316468461,S.C.A. UNICOQUE,S.C.A. UNICOQUE,,FARROU,CANCON,12200,,,,,31646846100058,Thierry DESCAZEAUX,4631Z,1979-01-01,,0,,,,,,
481,304189004,SCP FRANCE,SCP POOL,,AVENUE AMBROISE CROIZAT,LE MONASTÈRE,66330,,,,,30418900400084,SCP EUROPE,4673B,1990-12-25,,0,,,,,,
123,331405936,"SEA SUD EST ASSAINISSEMENT
(VEOLIA PROPRETE)",FORVILLE,,AVENUE DE LA GAUDE,CAGNES-SUR-MER,06800,,,,,33140593600013,Romain ASCIONE,3821Z,1984-01-01,116764000.0,1,Avenue de La Gaude,Cagnes-sur-Mer,06800,,43.675985,7.150752
285,338246317,SECURIAL FIDUCIAL SECURITE HUMAINE EN ABREGE FIDUCIAL SECURITE,PROSEGUR,,41 RUE DU CAPITAINE GUYNEMER,COURBEVOIE,92400,,,,,33824631700642,Matthias BOIZARD,8010Z,1986-06-01,129178646.0,1,Rue du Capitaine Guynemer,Courbevoie,92400,,48.895841,2.243662
301,344394093,SECURIAL FIDUCIAL TECHNOLOGY SECURITY EN ABREGE FIDUCIAL SECURITE,PROSEGUR,,41 RUE DU CAPITAINE GUYNEMER,COURBEVOIE,92400,,,,,34439409300175,FIDUCIAL HOLDING SECURITY EN ABRÉGÉ FIDUCIAL SECURITE,3320D,1988-04-01,16355505.0,1,Rue du Capitaine Guynemer,Courbevoie,92400,,48.895841,2.243662
332,392804530,SECURI France,SECURI-FRANCE,,575 AVENUE ALPHONSE LAVALLEE,LA FARLÈDE,83210,,,,,39280453000021,André SENANEDJ,8010Z,1993-11-10,5800000.0,0,,,,,,
199,328730361,SEMACO,COREP,,21 RUE VIGUERIE,TOULOUSE,31300,,,,,32873036100016,SEMAFI,8219Z,1983-11-15,10460080.0,1,Rue Viguerie,Toulouse,31300,,43.600006,1.435502
287,338253131,SFRS SOCIETE FRANCAISE DE RESTAURATION ET SERVICES,LYCEE HAFFREINGUE CHANLAIRE,,6 RUE DE LA REDOUTE,GUYANCOURT,78280,,,,,33825313110992,Sophie NERON BERGER,5629A,1982-09-01,258856986.0,1,Rue de la Redoute,Guyancourt,78280,,48.783192,2.057953
286,338253081,SFS SODEXO SANTE MEDICO SOCIAL,SODEHO FRANCE HOTELLERIE ET SANTE,,6 RUE DE LA REDOUTE,GUYANCOURT,78280,,,,,33825308123562,Bruno VAQUETTE,5629A,1986-07-01,510586199.0,1,Rue de la Redoute,Guyancourt,78280,,48.783192,2.057953
277,333321636,SHARP BUSINESS SYSTEMS France,P.A.B. PERIGORD AGENAIS BUREAUTIQUE ET C,,244 ROUTE DE SEYSSES,TOULOUSE,31100,,,,,33332163600586,Yoichi TOMOTA,9511Z,1985-04-01,104189014.0,1,Route de Seysses,Toulouse,31100,,43.562089,1.406562
475,303434591,SILLIKER,SILLIKER,,40 AVENUE DES TERROIRS DE FRANCE,CERGY,75012,,,,,30343459100630,Stéphane HUET,7120B,1982-03-01,,1,Avenue des Terroirs de France,Paris,75012,,48.831912,2.388676
142,493826085,SLT,C G B,,5 RUE OSCAR 2,NICE,06000,,,,,49382608500018,Joël MONIOT,4322A,2007-01-01,930200.0,1,Rue Oscar II,Nice,06000,,43.703878,7.255295
331,392343083,SMRS SOCIETE MARSEILLAISE DE RESTAURATION ET SERVICES,SODEXHO MARSEILLE,,"2 BIS BOULEVARD J, SAADE - QUAI D'ARENC",MARSEILLE,13002,,,,,39234308300052,Sophie NERON,5629A,1993-09-13,23541171.0,1,Boulevard saade - quai arenc,Marseille,13002,,43.313078,5.366462
512,313151292,SOCAMIL,LECLERC,,21 RUE BLANQUI,TOURNEFEUILLE,93400,,,,,31315129200056,Steve HOULIEZ,4617A,1978-06-01,,0,,,,,,
449,26320093,SOCIETE AGENAISE DE TRANSPORTS ET D'AFFRETEMENTS ROUTIERS,SATAR,,ZA DE ALLEUX-TADEN,AGEN,22100,,,,,2632009300086,PRIM@EVER SERVICES,5229B,1972-01-01,,0,,,,,,
463,70501580,SOCIETE ALPINE D'ISOLATION THERMIQUE,SAIT,,1 RUE DU DOCTEUR ZAMENHOF,BRESSON,13016,,,,,7050158000024,MBO GROUPE,4329A,1971-01-01,,0,,,,,,
466,86120235,SOCIETE D'AMENAGEMENT FONCIER ET D'ETABLISSEMENT RURAL OCCITANIE,SAFALT,,5 RUE ROBERT AGEST,AUZEVILLE-TOLOSANE,64320,,,,,8612023500113,Michel BAYLAC,4299Z,1971-01-01,,0,,,,,,
345,411298466,"SOCIETE DE DIFFUSION FLORALE, EN ABREGE SODIF",EST FLEURS,,74 BIEF GODARD,CROTTET,01290,,,,,41129846600011,JC DISTRIBUTION,4622Z,1997-03-05,38432346.0,0,,,,,,
529,316539071,SOCIETE DE DISTRIBUTION CATALANE,SOCIETE DE DISTRIBUTION CATALANE,,11 RUE DE CAMBRAI,PERPIGNAN,75019,,,,,31653907100027,Christophe VINCENT,4711F,1979-09-01,,0,,,,,,
490,306092669,SOCIETE DE MAGASINS VILLEFRANCHOIS,CARREFOUR,,43 RUE DU FAUBOURG SAINT HONORE,VILLEFRANCHE-DE-ROUERGUE,75008,,,,,30609266900028,HOLDING FINANCIERE 2D,4711F,1976-01-01,,0,,,,,,
539,318044971,SOCIETE D'EXPLOITATION DES ETS MASSAFERRO,SOCIETE D'EXPLOITATION DES ETS MASSAFERRO,,9 BOULEVARD ROMAIN ROLLAND,LA CRAU,75014,,,,,31804497100030,Jacques GROISON,4631Z,1980-01-01,,0,,,,,,
453,58809963,SOCIETE GENERALE DE TRANSIT ET DE TRANSPORTS MARITIMES ET TERRESTRES SOMATRANS,SOMATRANS,,3 RUE FERNAND PELLOUTIER,VAULX-EN-VELIN,38130,,,,,5880996300075,DOM MESSAGERIES,5229B,1961-01-01,,0,,,,,,
110,305291346,SOCIETE NOUVELLE LA MAILLE SOUPLE,PETIT BATEAU,,15 RUE DU LT PIERRE MURARD,TROYES,10000,,,,,30529134600123,Jean-christophe SELLES,4771Z,1965-01-01,97444116.0,1,Rue du Lieutenant Pierre Murard,Troyes,10000,,48.303809,4.056379
478,303816854,SOCIETE VANSEENNE DE DISTRIBUTION,SARL SODISA,,6 AVENUE LEON JOUHAUX,LES VANS,31140,,,,,30381685400119,SARL SOMAPAN DISTRIBUTION,4711D,1975-01-01,,0,,,,,,
