,ape_code,revenue_2022,resultat_exploitation_ratio_2022,last_number_of_employees,enrollment,equity_2022,current_assets_2022,gross_operating_ebitda_ratio_2022,net_result_2022,current_liabilities_2022,capital,roe_2022,net_debt_2022,reimbursement_ratio_2022,siren,siret,robustness_ratio_2022,societeinfo_growth_ratio_2022,gross_operating_ebitda_2022,resultat_d_exploitation_2022,solvability_ratio_2022,resultat_exploitation_ratio,net_result,current_assets,equity,current_liabilities,revenue,robustness_ratio,solvability_ratio,net_debt,gross_operating_ebitda,gross_operating_ebitda_ratio,CAGR_18_22,RCI_2022,RCI,total_fonds,equity_costs,RdtCpx_2022,RdtCpx,reimbursement_ratio,RCI_21_22,capital_moy_sect,enrollment_moy_sect,last_number_of_employees_moy_sect,employees_number_for_linkedin_moy_sect,revenue_2022_moy_sect,net_result_2022_moy_sect,equity_2022_moy_sect,roe_2022_moy_sect,net_debt_2022_moy_sect,current_assets_2022_moy_sect,current_liabilities_2022_moy_sect,solvability_ratio_2022_moy_sect,gross_operating_ebitda_2022_moy_sect,gross_operating_ebitda_ratio_2022_moy_sect,gross_operating_ebitda_ratio_moy_sect,reimbursement_ratio_2022_moy_sect,robustness_ratio_2022_moy_sect,societeinfo_growth_ratio_2022_moy_sect,resultat_exploitation_ratio_2022_moy_sect,resultat_d_exploitation_2022_moy_sect,resultat_exploitation_ratio_moy_sect,net_result_moy_sect,current_assets_moy_sect,equity_moy_sect,current_liabilities_moy_sect,revenue_moy_sect,reimbursement_ratio_moy_sect,robustness_ratio_moy_sect,solvability_ratio_moy_sect,net_debt_moy_sect,gross_operating_ebitda_moy_sect,CAGR_18_22_moy_sect,RCI_2022_moy_sect,RCI_moy_sect,total_fonds_moy_sect,equity_costs_moy_sect,enrollment_sum,last_number_of_employees_sum,employees_number_for_linkedin_sum,revenue_2022_sum,roe_2022_sum,net_debt_2022_sum,gross_operating_ebitda_2022_sum,resultat_d_exploitation_2022_sum,net_result_sum,revenue_sum,net_debt_sum,pdm,pdm_2022,classification
6340,5629B,14733895.0,0.087241968264332,225.0,225.0,1593081.0,5091630.0,0.0926483458718824,762445.0,1763084.0,40000.0,0.4785977611935614,3626555.0,2.276441059808007,503606931.0,50360693100148.0,0.0517476878992282,0.0135806605175393,1365071.0,1285414.0,2.887911182904501,0.075709571477279,503182.0,2792033.75,652157.5,776208.0,13455987.8,0.041411507676562,3.427938387184264,2479638.4,885762.0,0.0682917931886384,0.0767022267432554,0.2290624795331054,0.2496158212087527,3131795.9,0.0404118774151278,0.4785977611935614,0.7715651510563016,1.190215553758103,0.06,130000.0,197.25,197.25,77.0,13055930.0,508296.6666666667,1412822.6666666667,0.3190651741290409,3152291.333333333,4449559.333333333,1526159.0,2.9279637628434565,910047.3333333334,0.0617655639145882,0.0709158227330013,2.215701887652657,0.0344984585994854,0.0135806605175393,0.087241968264332,1285414.0,0.0737415425315395,462058.6875,3646947.6875,912302.9375,1180638.3125,13764782.7125,1.2646201390078238,0.0371876305606917,3.121678338596985,3156633.6750000003,852287.3125,0.0602114129837795,0.1527083196887369,0.2084080765360868,4068936.6125,0.0419933763073423,789.0,789.0,308.0,39167790.0,0.9571955223871228,9456874.0,2730142.0,2570828.0,1848234.75,55059130.85,12626534.7,0.2443915766970375,0.376173764207784,Pépite
6341,5629B,14733895.0,0.087241968264332,225.0,225.0,1593081.0,5091630.0,0.0926483458718824,762445.0,1763084.0,40000.0,0.4785977611935614,3626555.0,2.276441059808007,503606931.0,50360693100148.0,0.0517476878992282,0.0135806605175393,1365071.0,1285414.0,2.887911182904501,0.075709571477279,503182.0,2792033.75,652157.5,776208.0,13455987.8,0.041411507676562,3.427938387184264,2479638.4,885762.0,0.0682917931886384,0.0767022267432554,0.2290624795331054,0.2496158212087527,3131795.9,0.0404118774151278,0.4785977611935614,0.7715651510563016,1.190215553758103,0.06,130000.0,197.25,197.25,77.0,13055930.0,508296.6666666667,1412822.6666666667,0.3190651741290409,3152291.333333333,4449559.333333333,1526159.0,2.9279637628434565,910047.3333333334,0.0617655639145882,0.0709158227330013,2.215701887652657,0.0344984585994854,0.0135806605175393,0.087241968264332,1285414.0,0.0737415425315395,462058.6875,3646947.6875,912302.9375,1180638.3125,13764782.7125,1.2646201390078238,0.0371876305606917,3.121678338596985,3156633.6750000003,852287.3125,0.0602114129837795,0.1527083196887369,0.2084080765360868,4068936.6125,0.0419933763073423,789.0,789.0,308.0,39167790.0,0.9571955223871228,9456874.0,2730142.0,2570828.0,1848234.75,55059130.85,12626534.7,0.2443915766970375,0.376173764207784,Pépite
6346,5629B,14733895.0,0.087241968264332,225.0,225.0,1593081.0,5091630.0,0.0926483458718824,762445.0,1763084.0,40000.0,0.4785977611935614,3626555.0,2.276441059808007,503606931.0,50360693100759.0,0.0517476878992282,0.0135806605175393,1365071.0,1285414.0,2.887911182904501,0.075709571477279,503182.0,2792033.75,652157.5,776208.0,13455987.8,0.041411507676562,3.427938387184264,2479638.4,885762.0,0.0682917931886384,0.0767022267432554,0.2290624795331054,0.2496158212087527,3131795.9,0.0404118774151278,0.4785977611935614,0.7715651510563016,1.190215553758103,0.06,130000.0,197.25,197.25,77.0,13055930.0,508296.6666666667,1412822.6666666667,0.3190651741290409,3152291.333333333,4449559.333333333,1526159.0,2.9279637628434565,910047.3333333334,0.0617655639145882,0.0709158227330013,2.215701887652657,0.0344984585994854,0.0135806605175393,0.087241968264332,1285414.0,0.0737415425315395,462058.6875,3646947.6875,912302.9375,1180638.3125,13764782.7125,1.2646201390078238,0.0371876305606917,3.121678338596985,3156633.6750000003,852287.3125,0.0602114129837795,0.1527083196887369,0.2084080765360868,4068936.6125,0.0419933763073423,789.0,789.0,308.0,39167790.0,0.9571955223871228,9456874.0,2730142.0,2570828.0,1848234.75,55059130.85,12626534.7,0.2443915766970375,0.376173764207784,Pépite
6347,5629B,14733895.0,0.087241968264332,225.0,225.0,1593081.0,5091630.0,0.0926483458718824,762445.0,1763084.0,40000.0,0.4785977611935614,3626555.0,2.276441059808007,503606931.0,50360693100759.0,0.0517476878992282,0.0135806605175393,1365071.0,1285414.0,2.887911182904501,0.075709571477279,503182.0,2792033.75,652157.5,776208.0,13455987.8,0.041411507676562,3.427938387184264,2479638.4,885762.0,0.0682917931886384,0.0767022267432554,0.2290624795331054,0.2496158212087527,3131795.9,0.0404118774151278,0.4785977611935614,0.7715651510563016,1.190215553758103,0.06,130000.0,197.25,197.25,77.0,13055930.0,508296.6666666667,1412822.6666666667,0.3190651741290409,3152291.333333333,4449559.333333333,1526159.0,2.9279637628434565,910047.3333333334,0.0617655639145882,0.0709158227330013,2.215701887652657,0.0344984585994854,0.0135806605175393,0.087241968264332,1285414.0,0.0737415425315395,462058.6875,3646947.6875,912302.9375,1180638.3125,13764782.7125,1.2646201390078238,0.0371876305606917,3.121678338596985,3156633.6750000003,852287.3125,0.0602114129837795,0.1527083196887369,0.2084080765360868,4068936.6125,0.0419933763073423,789.0,789.0,308.0,39167790.0,0.9571955223871228,9456874.0,2730142.0,2570828.0,1848234.75,55059130.85,12626534.7,0.2443915766970375,0.376173764207784,Pépite
6354,4779Z,11830795.0,0.0803137912540957,13.0,13.0,1884444.0,3744819.0,0.0896548372277602,611028.0,1944443.0,865430.0,0.324248425530289,1983770.0,1.0527083850727323,842608564.0,84260856400048.0,0.0516472477124318,0.273110706378308,1060688.0,950176.0,1.9259083449604848,0.0933402921070826,304438.5,1841404.5,1014363.5,1039363.0,10561810.0,0.0585842214140091,1.8487873703139155,1265947.6666666667,504781.5,0.108638976845039,0.3393891053868747,0.3393891053868747,0.379579485600184,2280311.166666667,0.0522417781140541,0.324248425530289,0.3001276169735997,1.0246455042990013,-0.04,1932715.0,19.0,19.0,19.0,11830795.0,611028.0,1884444.0,0.324248425530289,1983770.0,3744819.0,1944443.0,1.9259083449604848,1060688.0,0.0896548372277602,0.0905462794693247,1.0527083850727323,0.0516472477124318,0.273110706378308,0.0803137912540957,950176.0,0.0795915645561461,744860.125,6210621.125,3122360.125,3134861.5,18273491.875,1.012323062835765,0.0492314718996226,1.88710288347592,3928094.2083333335,1281405.25,0.4111281685079188,0.3393891053868747,0.3005745525882998,7050454.333333334,0.0521828441527826,38.0,38.0,19.0,11830795.0,0.324248425530289,1983770.0,1060688.0,950176.0,1489720.25,36546983.75,7856188.416666667,0.2889926586622897,1.0,Pépite
6356,3513Z,13461886.0,0.081774871663599,17.0,17.0,7435499.0,10413269.0,0.1616001650883093,893417.0,10243466.0,930000.0,0.1201556210282591,9222578.0,1.2403441920979346,390740082.0,39074008200016.0,0.0663664066089996,0.0785493764598636,2175443.0,1100844.0,1.0165767133897845,0.0727599194172177,168640.5,2382516.75,1445208.5,2266150.25,12734500.4,0.0234867133471341,0.6827704941843108,3489797.8,509116.75,0.0388716691053163,0.0081625445850151,5.261491257516063,1.4492186325102157,4935006.3,0.0446424179843498,0.1201556210282591,0.1166893911847321,1.568043815131173,,930000.0,17.0,17.0,,13461886.0,893417.0,7435499.0,0.1201556210282591,9222578.0,10413269.0,10243466.0,1.0165767133897845,2175443.0,0.1616001650883093,0.0388716691053163,1.2403441920979346,0.0663664066089996,0.0785493764598636,0.081774871663599,1100844.0,0.0727599194172177,168640.5,2382516.75,1445208.5,2266150.25,12734500.4,1.568043815131173,0.0234867133471341,0.6827704941843108,3489797.8,509116.75,0.0081625445850151,5.261491257516063,1.4492186325102157,4935006.3,0.0446424179843498,17.0,17.0,0.0,13461886.0,0.1201556210282591,9222578.0,2175443.0,1100844.0,168640.5,12734500.4,3489797.8,1.0,1.0,À potentiel
6368,8553Z,17570897.0,0.1126664165181777,104.0,104.0,3090094.0,6729228.0,0.1184353308769609,1273369.0,3284269.0,525000.0,0.4120809917109317,6982654.0,2.259689834678168,390589133.0,39058913300086.0,0.0724703468468342,0.0182818920531415,2081015.0,1979650.0,2.0489271737485573,0.1196962055742663,0.0,0.0,0.0,0.0,14075308.2,0.0144940693693668,2.0489271737485573,1396530.8,0.0,0.0,0.2112385994591562,0.3696325558591554,0.0182818920531415,1396530.8,0.03,0.4120809917109317,0.4120809917109317,2.259689834678168,,179207.33333333334,36.0,36.0,53.0,17570897.0,1273369.0,3090094.0,0.4120809917109317,6982654.0,6729228.0,3284269.0,2.0489271737485573,2081015.0,0.1184353308769609,0.0276062840970207,2.259689834678168,0.0724703468468342,0.0182818920531415,0.1126664165181777,1979650.0,0.0036470448239014,52.0,10620.75,10919.916666666666,10086.5,4796523.983333333,1.23699470851232,0.0077170469767079,1.391599392502733,481406.51666666666,2729.833333333333,0.1041753161358754,0.3696325558591554,0.0718539366144142,492326.43333333335,0.0416652528893238,108.0,108.0,53.0,17570897.0,0.4120809917109317,6982654.0,2081015.0,1979650.0,156.0,14389571.95,1444219.55,0.978160312822926,1.0,Pépite
6375,4532Z,12033553.0,0.0995987635571971,55.0,55.0,2346949.0,4044086.0,0.1126471126191906,650487.0,2346950.0,300000.0,0.2771628186211119,3357209.0,1.4304567334015357,333974095.0,33397409500114.0,0.0540561046267881,0.0775674082224832,1355545.0,1198527.0,1.723124054624087,0.0542388996329595,193576.25,4101781.5,1972949.25,1985704.25,11101377.333333334,0.0420783500844025,1.994594019165792,3290482.6,441184.75,0.0824289620730458,0.3832851344853918,0.3832851344853918,0.0914788200667059,5263431.85,0.048742042323584,0.2771628186211119,0.0981151694601369,1.006464940747969,0.2,217121.75,39.5,39.5,,9604918.0,318352.0,1870507.5,0.1336379561311512,2610660.0,3238781.0,1870508.0,1.734360015355651,747713.5,0.06606968811627,0.0458667178965653,1.3838161523579746,0.0260677362277547,0.101717644661298,0.0488140527440552,592192.5,0.0303065556638688,99253.6875,3371976.5,1881050.5,1900605.4375,7876239.645833334,1.0102146179243876,0.0174683440232172,1.775451399742116,2319544.7125,278561.0625,0.1047801949517714,0.1850123635694582,0.0547042958440207,4200595.2125,0.0526313254566921,158.0,158.0,0.0,19209836.0,0.2672759122623025,5221320.0,1495427.0,1184385.0,397014.75,31504958.583333336,9278178.85,0.3523692089284685,0.6264266389364281,Pépite
6387,8130Z,,,13.0,13.0,5436912.0,7996826.0,,0.0,5598813.0,2286735.0,0.0,3463800.0,0.6370895832045838,710803107.0,71080310700014.0,,,0.0,,1.4283073930134833,0.1267791836148264,106397.0,8093533.0,5139634.5,5264202.5,8797469.666666666,0.013814808197922,1.5179626756747937,3118039.8,1232167.25,0.1974452436325369,0.6451906405876369,0.0,0.0376050093829618,8257674.3,0.0611203512834116,0.0,0.0207012774935649,1.0242367429045782,0.0,467620.0,156.5,156.5,39.0,,,,,,,,,,,0.0600813663951983,,,,,,0.046961136068567,353423.2916666666,6114695.708333333,1482656.0416666665,1616312.4583333333,12682748.75,1.0758388937925418,0.0354205608303864,3.5227791412011342,4765810.875,515745.625,0.3046474382736311,,0.1057390404003016,6248466.916666667,0.0437789017590336,313.0,313.0,39.0,0.0,0.0,0.0,0.0,0.0,706846.5833333333,25365497.5,9531621.75,0.3468281931654077,,Pépite
6400,7739Z,58267601.0,0.0984819333818119,111.0,111.0,5723131.0,16896181.0,0.1134247486866672,3681899.0,6372915.0,1244992.0,0.6433364883662457,11237918.0,1.9635961504288475,310026489.0,31002648900081.0,0.0631894729971807,0.11369348150367,6608988.0,5738306.0,2.651248447531468,0.0882186893686961,2766333.0,15824744.75,4843690.5,5701666.25,52067589.0,0.056388933426232,2.751935283294608,10730738.6,5425400.75,0.1072953612479058,0.0232511297351663,0.349881776247032,0.2732699346350026,15574429.1,0.0455501382069921,0.6433364883662457,0.5711209252531722,1.177132653294012,0.05,1084966.6666666667,96.33333333333331,96.33333333333331,32.666666666666664,,,,,,,,,,,0.0707774662526459,,,,,-386662.0,0.0424710002840083,502398.1666666667,6301619.75,2871024.0,2990260.75,24808654.83333333,1.048962560666211,0.0335241401759469,2.7216973739729866,4769107.75,1170379.5833333333,0.0945727487068724,,0.2035607015111784,7640131.75,0.0484219535708372,289.0,289.0,98.0,0.0,0.0,0.0,0.0,-386662.0,1507194.5,74425964.5,14307323.25,0.6995890392525581,inf,À potentiel
6412,1813Z,5665641.0,0.0460089158490628,33.0,33.0,575448.0,1448327.0,0.0738982579376278,160939.0,575448.0,400000.0,0.2796760089530244,1287131.0,2.236745978785225,400016085.0,40001608500039.0,0.0284061415116136,0.2218419928371282,418681.0,260670.0,2.51686859629367,0.0167629445323004,48348.75,1099756.5,396735.0,396735.0,4223945.6,0.0160147036720342,2.67836630834766,1161806.6,187138.5,0.048326689206425,0.1289422306220269,0.1843772160860783,0.0687727900213578,1558541.6,0.0427277642123893,0.2796760089530244,0.1218666112140345,1.0,0.14,400000.0,33.0,33.0,13.0,5665641.0,160939.0,575448.0,0.2796760089530244,1287131.0,1448327.0,575448.0,2.51686859629367,418681.0,0.0738982579376278,0.048326689206425,2.236745978785225,0.0284061415116136,0.2218419928371282,0.0460089158490628,260670.0,0.0167629445323004,48348.75,1099756.5,396735.0,396735.0,4223945.6,1.0,0.0160147036720342,2.67836630834766,1161806.6,187138.5,0.1289422306220269,0.1843772160860783,0.0687727900213578,1558541.6,0.0427277642123893,33.0,33.0,13.0,5665641.0,0.2796760089530244,1287131.0,418681.0,260670.0,48348.75,4223945.6,1161806.6,1.0,1.0,Pépite
6428,9200Z,7612377.0,0.3202428098345628,121.0,121.0,1636123.0,4300844.0,0.4451156320818057,1591816.0,1795348.0,40000.0,0.9729195176646256,3560497.0,2.176179297033292,594100398.0,59410039800025.0,0.2091089287879462,0.988163283535078,3388388.0,2437809.0,2.395548940929558,0.3119774550246439,1295537.5,2757625.5,1804351.75,1947765.75,6611167.4,0.2086317996647157,1.7014063034136946,2722464.6,3004715.25,0.4808870451527234,-0.1925203561622195,0.6353296912068509,1.5997059984768969,4526816.35,0.0499295885948631,0.9729195176646256,0.7180071734904239,1.079482284981296,0.15,1600000.0,70.0,70.0,20.0,9900526.0,1983854.0,7628985.0,0.2600416700255669,1829162.0,3151330.0,7787164.0,0.4046826290033188,4356218.0,0.4399986424963684,0.2902143261151351,0.2397647917776742,0.2003786465486783,0.5438108476232155,0.3209658759544695,3177731.0,0.2493250262244166,1294235.0,2476742.75,8080054.0,8135174.0,8503019.2,1.006821736587404,0.165412681570451,0.3238528964698048,1435482.2,2661447.25,-0.1762240588126758,-0.4279389641648083,-0.2287268224739851,9515536.2,0.072457165997645,70.0,70.0,20.0,9900526.0,0.2600416700255669,1829162.0,4356218.0,3177731.0,1294235.0,8503019.2,1435482.2,0.777508229077032,0.7688861177678843,À potentiel
6452,2813Z,30226562.0,0.2387823663174131,57.0,57.0,12067353.0,16585342.0,0.2773505303051005,5136503.0,12306252.0,4784000.0,0.4256528337241813,5010406.0,0.4152034004474718,458501483.0,45850148300085.0,0.1699334181637991,0.0115318375282377,8383353.0,7217570.0,1.3477167540531432,0.2761738950015946,5249225.5,18974396.5,14113064.5,14788118.0,29252289.2,0.1775862131810599,1.3058427416324168,4982513.4,6442994.5,0.2235640573718941,0.0717161270628437,1.2003727428027922,1.253912156107149,19095577.9,0.0669537506901008,0.4256528337241813,0.3719408708151231,1.047831815691057,-0.06,3142000.0,41.0,41.0,15735.5,30226562.0,5136503.0,12067353.0,0.4256528337241813,5010406.0,16585342.0,12306252.0,1.3477167540531432,8383353.0,0.2773505303051005,0.13560449173984,0.4152034004474718,0.1699334181637991,0.0115318375282377,0.2387823663174131,7217570.0,0.1580955067694357,2811855.125,11751947.5,8904328.125,9285666.5,20980030.725,1.0357710119705987,0.1035824959427316,1.254343191125758,3688209.7,3523646.75,0.0501812550843721,1.2003727428027922,0.8778558701567094,12592537.825,0.0636488644881616,82.0,82.0,31471.0,30226562.0,0.4256528337241813,5010406.0,8383353.0,7217570.0,5623710.25,41960061.45,7376419.4,0.6971460047754529,1.0,Pépite
6455,4754Z,49884821.0,0.0649935378138372,196.0,196.0,4198445.0,8604459.0,0.0830047681237545,2455932.0,4250929.0,1000000.0,0.5849622896096055,9833179.0,2.3421002299660945,440410884.0,44041088400264.0,0.0492320499656598,0.0528339443070477,4140678.0,3242191.0,2.024136135889355,0.0332885711015708,913032.75,6315491.25,2737295.0,2914796.0,45282912.8,0.0262094904414804,2.2026912178360862,8606635.8,2443425.0,0.0549647889617431,0.0435483559892635,0.5641242853500492,0.2684841430586878,11343930.8,0.042065019825403,0.5849622896096055,0.3335529235979315,1.0648454039480582,-0.03,100000.0,39.0,39.0,,9600000.0,,,,,,,,,,0.0093592497730424,,,,,,0.0014009365595014,21333.25,6761009.75,4264689.75,4275994.75,9641250.0,1.0026508376136858,0.0028560785497666,1.592052897130857,3340967.0,68217.0,0.0062473218328398,,0.0085847570336597,7605656.75,0.0580363017302877,39.0,39.0,0.0,9600000.0,0.0,0.0,0.0,0.0,21333.25,9641250.0,3340967.0,4.696788569946842,5.196335520833333,Pépite
6474,4311Z,14012495.0,0.0876667574190035,48.0,48.0,5568024.0,7013726.0,0.1297332131073017,937914.0,5568024.0,800000.0,0.1684464722134818,2901537.0,0.5211071288485826,344099965.0,34409996500032.0,0.0669341184421475,0.279633748371634,1817886.0,1228430.0,1.2596436365935204,0.0696624219383359,705577.0,6636388.25,5173134.25,5181634.75,12555602.4,0.0577072278426672,1.2769484792531114,3254525.4,1481983.25,0.119513130019324,-0.0858267538210582,0.6487602562630473,0.4850148152247099,8427659.65,0.0606914046416195,0.1684464722134818,0.1363925554416068,1.0016432011212544,0.29,410000.0,15.0,15.0,,,,,,,,,,,,0.0918811005525206,,,,,,0.0277294855079785,191387.5,4074365.5,2116177.5,2116177.0,5326545.5,0.9999997637249238,0.0359728199993776,1.943790202650577,3870734.0,489841.25,0.0438159280488009,,0.097737015614176,5986911.5,0.047673365474001,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,191387.5,5326545.5,3870734.0,2.357175471419516,inf,À potentiel
6488,2433Z,5263245.0,0.090492082356037,14.0,14.0,2081644.0,2416893.0,0.121576327911773,373057.0,2136121.0,40000.0,0.1792126799779405,442543.0,0.2125930274340857,422751602.0,42275160200026.0,0.0708796569416776,0.0930137803038657,639886.0,476282.0,1.1314401197310453,0.0741599002557593,147228.66666666666,1930540.3333333333,1356148.3333333333,1407632.6666666667,4332939.25,0.0554563252156899,1.340537092047373,595808.25,358958.6666666667,0.118024082960864,0.2749510106295451,1.328683059564344,0.2815576746181449,1951956.5833333333,0.0647381787308366,0.1792126799779405,0.1085638370433912,1.0379636445865683,0.63,448333.3333333333,54.0,54.0,61.0,14737290.0,113413.0,2866174.5,0.0695785645319009,2213808.0,3346612.0,2925859.5,1.141176688919581,887575.0,0.0842330504109291,0.0691154410863141,0.6520915039997417,0.0324199412981571,0.1220176818936918,0.0583963073653229,556526.5,0.0359642611738215,692001.9722222222,10437640.194444444,6075187.361111111,6186404.222222223,22422383.53333333,1.0246377161308662,0.0326364179422527,1.4463925988045172,7355303.616666667,1334702.2222222222,0.2016348529453622,0.5339488116792602,0.2330458639479367,13430490.97777778,0.0564669686694276,162.0,162.0,61.0,29474580.0,0.1391571290638019,4427616.0,1775150.0,1113053.0,2076005.9166666667,67267150.6,22065910.85,0.0644138961045869,0.17856895670778,Pépite
6499,5621Z,22903244.0,0.0644704304770101,122.0,122.0,1567203.0,4142268.0,0.0784476644443905,1052946.0,1567203.0,50000.0,0.6718631855605177,3753091.0,2.394770173359801,848459285.0,84845928500229.0,0.0459736620716261,,1796706.0,1476582.0,2.643096012450206,0.0096614935263089,321419.0,1466457.3333333333,361223.3333333333,361223.3333333333,12827962.0,0.0265132125985083,7.158273681071695,1956746.75,492090.6666666667,0.0234436985047299,0.4089007461947562,0.4089007461947562,0.2908153386522673,2317970.083333333,0.0377918031800884,0.6718631855605177,0.8898068600219624,1.0,-0.0,25500.0,171.5,171.5,62.0,22903244.0,1052946.0,1567203.0,0.6718631855605177,3753091.0,4142268.0,1567203.0,2.643096012450206,1796706.0,0.0784476644443905,-0.0115338617611267,2.394770173359801,0.0459736620716261,,0.0644704304770101,1476582.0,-0.0665869418255693,-392166.5,1142537.6666666665,-372014.3333333334,-374545.5833333334,8673605.5,1.0022902016915598,-0.060345237434413,3.391294510809822,3368377.625,71355.08333333334,1.204450373097378,0.4089007461947562,-0.1412151129640708,2996363.291666667,0.0263766822893912,343.0,343.0,62.0,22903244.0,0.6718631855605177,3753091.0,1796706.0,1476582.0,-784333.0,17347211.0,6736755.25,0.7394826753418748,1.0,Pépite
6511,2363Z,19419132.0,0.0744557480736008,52.0,52.0,5088151.0,6845193.0,0.0977290334089082,1101475.0,5088151.0,1000000.0,0.2164784417758042,5626274.0,1.1057600295274257,311879217.0,31187921700025.0,0.0567211243015393,0.2044949891823203,1897813.0,1445866.0,1.345320333457085,0.0468990426179717,0.0,0.0,0.0,-55124.5,16147527.2,0.0113442248603078,0.6726601667285425,1169354.4,2111.5,0.0001370271738954,0.0429835669924453,0.6268916736196403,0.0,1169354.4,0.03,0.2164784417758042,0.2164784417758042,1.1057600295274257,,1000000.0,52.0,52.0,10.0,19419132.0,1101475.0,5088151.0,0.2164784417758042,5626274.0,6845193.0,5088151.0,1.345320333457085,1897813.0,0.0977290334089082,0.0001370271738954,1.1057600295274257,0.0567211243015393,0.2044949891823203,0.0744557480736008,1445866.0,0.0468990426179717,0.0,0.0,0.0,-55124.5,16147527.2,1.1057600295274257,0.0113442248603078,0.6726601667285425,1169354.4,2111.5,0.0429835669924453,0.6268916736196403,0.0,1169354.4,0.03,52.0,52.0,10.0,19419132.0,0.2164784417758042,5626274.0,1897813.0,1445866.0,0.0,16147527.2,1169354.4,1.0,1.0,Pépite
6518,2313Z,887616763.0,0.1192630259056971,1779.0,1779.0,520469562.0,432681019.0,0.1471650012089733,171011796.0,546463387.0,34378708.0,0.3285721365584871,853670390.0,1.6401927265825391,722034592.0,72203459200278.0,0.192663999969996,0.1341721369441656,130626122.0,105859861.0,0.791784096232599,0.0977049866592041,101086146.0,240277355.0,455858968.25,341007810.5,749323574.4,0.149404562239845,4.711308151450838,859235206.2,127506601.25,0.1775020850543971,0.0533856420831547,-1.5029727277252658,-1.0035311117996484,1315094174.45,0.0473317993915017,0.3285721365584871,0.2217487272172362,0.7480555045546151,-2.02,55019898.0,2080.5,2080.5,6997.0,887616763.0,171011796.0,520469562.0,0.3285721365584871,853670390.0,432681019.0,546463387.0,0.791784096232599,130626122.0,0.1471650012089733,0.1368444079733249,1.6401927265825391,0.192663999969996,0.1341721369441656,0.1192630259056971,105859861.0,0.0707204147071927,62083306.25,272935556.875,424297906.875,375107585.875,695429429.825,0.8949966477842101,0.0936182039082551,2.7252832912154035,549577537.35,95397764.625,0.1662105498087586,-1.5029727277252658,-0.6131431450537193,973875444.225,0.0541852499535274,4161.0,4161.0,13994.0,887616763.0,0.3285721365584871,853670390.0,130626122.0,105859861.0,124166612.5,1390858859.65,1099155074.7,0.5387488235783766,1.0,Pépite
6533,4762Z,,,23.0,23.0,1255023.0,1885430.0,,0.0,1255022.0,170000.0,0.0,1455084.0,1.1594082339526846,529023954.0,52902395400058.0,,,0.0,,1.5023083260691843,0.0193175332816542,63654.75,1546132.0,1039976.5,1039976.5,5519631.0,0.0147493668150138,1.4883565533115326,1322972.6,114371.75,0.0268049579183923,0.08410749682114,0.0,0.1257612532117106,2362949.1,0.0520059014390111,0.0,0.0612078734471403,1.0,0.0,9115490.0,540.5,540.5,2604.0,,0.0,1255023.0,0.0,1455084.0,1885430.0,1255022.0,1.5023083260691843,0.0,,0.0232458469710954,1.1594082339526846,,,,,-0.0029704081184738,-6540919.5,86196462.5,8855238.75,16082352.375,382706245.5,1.4335270802599154,-0.0084523859023148,-1.867104028828284,101149735.425,9919844.0,0.0058310040186239,0.0,0.0158390452581963,110004974.175,0.0429178060882271,1081.0,1081.0,5208.0,0.0,0.0,1455084.0,0.0,0.0,-13081839.0,765412491.0,202299470.85,0.0072113155519433,,Pépite
6557,2611Z,40055920.0,0.0125064409954883,10.0,10.0,10167441.0,15537020.0,0.0186764153713109,879407.0,11006641.0,537760.0,0.0864924615741561,6745232.0,0.6634149143329182,523618320.0,52361832000031.0,0.0219544826332786,1.3536523697394536,748101.0,500957.0,1.4116041397189203,-0.2463382343869934,-339797.25,2994902.75,700757.5,2134458.25,13309789.4,-0.1509084236187104,1.3858536911064507,3010303.6,-311638.0,-0.1693851870402914,1.2540856793885755,0.1941133401863287,-0.3949089685621792,3711061.1,0.0394414707965869,0.0864924615741561,-0.4848999118810715,3.045929940100534,0.01,23676816.0,1483.0,1483.0,14942.0,40055920.0,879407.0,10167441.0,0.0864924615741561,6745232.0,15537020.0,11006641.0,1.4116041397189203,748101.0,0.0186764153713109,-0.0392372923649173,0.6634149143329182,0.0219544826332786,0.5438108476232155,0.0125064409954883,500957.0,-0.1235018492342302,11544807.625,199272895.625,137705505.75,173855780.625,390485877.825,2.1519496875264483,-0.0610334280348088,1.2562621785804804,95667086.8,35492934.0,0.6784218308313051,0.1941133401863287,0.0369625432222601,233372592.55,0.04955280930825,2966.0,2966.0,29884.0,40055920.0,0.0864924615741561,6745232.0,748101.0,500957.0,23089615.25,780971755.65,191334173.6,0.0170426002012355,1.0,Pépite
